,n_countries,avg_abs_correlation,max_abs_correlation,granger_significance_rate,avg_granger_pvalue,n_granger_significant,avg_mutual_info,max_mutual_info,common_best_lag
hydro_electricity,19.0,0.5912733282572935,0.9943908060223691,0.2631578947368421,0.23754120941926082,5.0,0.8203543044111564,2.2646659237919593,0.0
gas_cons_change_twh,19.0,0.15276048528727812,0.9075495437570289,0.3157894736842105,0.21065808339492972,6.0,0.25331296788880936,0.9704533530137469,0.0
oil_prod_per_capita,19.0,0.5521828464826735,0.9757344647439978,0.2631578947368421,0.2869263464587888,5.0,1.0223358940413285,1.5875548941280757,4.0
gas_share_elec,19.0,0.7351072350953557,0.9794783595713014,0.15789473684210525,0.22921341087055544,3.0,0.906455125283576,1.5791532474413223,0.0
gas_elec_per_capita,19.0,0.8772451779599031,0.9847778746440641,0.42105263157894735,0.21474735031492403,8.0,1.1132066497749087,1.7203414452084673,0.0
gas_energy_per_capita,19.0,0.9021398784556114,0.98434044825909,0.3684210526315789,0.18563314977177126,7.0,1.5230697814158045,1.9895405223734548,4.0
low_carbon_electricity,19.0,0.8883944861974791,0.9893210948795342,0.47368421052631576,0.1478840928663259,9.0,1.2412132382907228,2.083182892951776,0.0
oil_electricity,19.0,0.6412354156667912,0.9790870240602483,0.2631578947368421,0.237009520780059,5.0,0.7689914368059959,1.468179791073128,0.0
low_carbon_cons_change_pct,19.0,0.1426895934643312,0.4951120127066714,0.10526315789473684,0.44109413768544464,2.0,0.14820484385155822,0.3224889844505565,0.0
other_renewables_share_elec,19.0,0.785738468027206,0.9733784357148092,0.3684210526315789,0.29112119960490557,7.0,0.9814936078063662,1.6543117877314406,0.0
gas_share_energy,19.0,0.8075688344952051,0.9903733553104028,0.3684210526315789,0.17086547935271876,7.0,1.332063507607623,1.8058215044632608,0.0
coal_share_energy,19.0,0.6334859292369995,0.9757957321978186,0.15789473684210525,0.3599097066071969,3.0,0.8874187353591662,1.562410875200704,0.0
solar_share_elec,19.0,0.656352062025823,0.8617495509357512,0.42105263157894735,0.12866047206320452,8.0,0.4827301177844805,0.9021675826390227,0.0
low_carbon_energy_per_capita,19.0,0.8427090804850309,0.9843007558987342,0.42105263157894735,0.17756853160274422,8.0,1.2295776070109834,2.229395112228045,0.0
nuclear_electricity,19.0,0.6672020749859203,0.9825796055545568,0.3157894736842105,0.2062689759433115,6.0,1.2357191371372813,1.8373602314000603,4.0
renewables_energy_per_capita,19.0,0.7437452188425643,0.9864488186474552,0.3684210526315789,0.2598770405439245,7.0,0.8831549407056358,2.2263977743169137,0.0
nuclear_consumption,19.0,0.6520661257339737,0.978696607221293,0.3157894736842105,0.19719215395337028,6.0,1.1906495333105798,1.7991281569610895,4.0
coal_cons_per_capita,19.0,0.7735927185262359,0.9904998653241731,0.3157894736842105,0.2591324560411526,6.0,1.2618984604928563,2.2104507424216058,4.0
renewables_cons_change_twh,19.0,0.33272223970430115,0.8857945959520067,0.3684210526315789,0.24459732513377325,7.0,0.30873448754153654,0.786054342247533,0.0
solar_consumption,19.0,0.6362618178755163,0.8755126533366094,0.631578947368421,0.11229469156148189,12.0,0.44905039086117743,0.9382628425979187,0.0
coal_production,19.0,0.7802976061854225,0.9964692087206075,0.47368421052631576,0.2141875905299876,9.0,1.329003340367792,2.233637660867145,4.0
oil_energy_per_capita,19.0,0.6773171490600468,0.9899252653260104,0.15789473684210525,0.24760048233201923,3.0,1.059444748017589,2.085929478245169,0.0
fossil_elec_per_capita,19.0,0.699933166684566,0.9920988255417172,0.5789473684210527,0.15276318388905583,11.0,1.164443783228164,2.090809281465776,0.0
solar_share_energy,19.0,0.6412784820438745,0.8653569107594622,0.5789473684210527,0.14901944985432514,11.0,0.4568891871837266,0.8581876833959659,0.0
hydro_consumption,19.0,0.4881020993503961,0.9954118370818565,0.2631578947368421,0.24222020155251617,5.0,0.7465643781372281,2.23952224563104,0.0
