iteration,time_step,prediction,actual,error,rmse,mase
0,5,1110.287,1125.551,-15.26401269531243,12.78361438665043,0.35934864043742315
0,6,1151.6466,1154.299,-2.652393554687478,12.78361438665043,0.35934864043742315
0,7,1172.3181,1188.137,-15.818884765624944,12.78361438665043,0.35934864043742315
1,8,1228.4713,1217.288,11.183313476562489,13.280997765185337,0.29901621870276845
1,9,1240.9825,1246.33,-5.347456054687427,13.280997765185337,0.29901621870276845
1,10,1277.9694,1297.347,-19.37763964843748,13.280997765185337,0.29901621870276845
2,11,1304.9572,1305.259,-0.30184667968751455,1.0726102799449129,0.04586200086448942
2,12,1315.8099,1315.385,0.4249365234375091,1.0726102799449129,0.04586200086448942
2,13,1343.5282,1341.745,1.7831982421876091,1.0726102799449129,0.04586200086448942
3,14,1362.5736,1360.862,1.71160839843742,8.735323503867933,0.3092187173742463
3,15,1393.3927,1404.444,-11.05129980468746,8.735323503867933,0.3092187173742463
3,16,1420.541,1410.35,10.191015625000091,8.735323503867933,0.3092187173742463
4,17,1464.6471,1470.838,-6.190905273437465,9.737801545342087,0.2550982996275721
4,18,1504.6694,1506.167,-1.4975664062499163,9.737801545342087,0.2550982996275721
4,19,1516.1276,1531.745,-15.61743652343739,9.737801545342087,0.2550982996275721
5,20,1520.2167,1509.545,10.671674804687427,19.107746376879426,0.7060543843539239
5,21,1524.4663,1508.839,15.627308593750058,19.107746376879426,0.7060543843539239
5,22,1531.4502,1558.602,-27.15180468750009,19.107746376879426,0.7060543843539239
6,23,1555.747,1536.113,19.633948242187444,13.274051062908791,0.778302000947438
6,24,1544.6559,1555.586,-10.930116210937513,13.274051062908791,0.778302000947438
6,25,1561.5957,1566.458,-4.862296875000084,13.274051062908791,0.778302000947438
7,26,1574.4412,1601.271,-26.829837890624958,35.46271337041949,6.709310896046052
7,27,1557.6935,1606.503,-48.80951855468743,35.46271337041949,6.709310896046052
7,28,1575.75,1601.646,-25.895999999999958,35.46271337041949,6.709310896046052
8,29,1543.2157,1624.987,-81.77130175781258,98.77297073097431,1.1786322880104743
8,30,1534.206,1679.844,-145.63794531250005,98.77297073097431,1.1786322880104743
8,31,1548.0944,1585.126,-37.031639648437476,98.77297073097431,1.1786322880104743
9,32,1528.6263,1589.075,-60.448657226562545,118.52600132076957,2.7013923270264457
9,33,1524.6173,1661.016,-136.39869042968758,118.52600132076957,2.7013923270264457
9,34,1531.4362,1672.456,-141.0198427734374,118.52600132076957,2.7013923270264457
