iteration,time_step,prediction,actual,error,rmse,mase
21,28,3.4987202e+21,20894363680768.0,3.4987201473452316e+21,2.950643674118503e+21,2235215178.175216
22,27,2.1757743e+21,19545710395392.0,2.1757742473549196e+21,2.97003918378636e+21,2122673348.6955655
22,28,3.0540108e+21,20894363680768.0,3.0540107947656484e+21,2.97003918378636e+21,2122673348.6955655
22,29,3.5217074e+21,22294286041088.0,3.5217073628683384e+21,2.97003918378636e+21,2122673348.6955655
23,28,2.1899754e+21,20894363680768.0,2.1899753622687606e+21,2.989471424821585e+21,2145142956.0168247
23,29,3.0739922e+21,22294286041088.0,3.073992139012462e+21,2.989471424821585e+21,2145142956.0168247
23,30,3.5447706e+21,23631939764224.0,3.5447705766974257e+21,2.989471424821585e+21,2145142956.0168247
24,29,2.2040342e+21,22294286041088.0,2.2040341915306054e+21,3.008736539374359e+21,3181768826.351145
24,30,3.0937996e+21,23631939764224.0,3.093799531785937e+21,3.008736539374359e+21,3181768826.351145
24,31,3.5676497e+21,24151844716544.0,3.567649706709493e+21,3.008736539374359e+21,3181768826.351145
25,30,2.2176834e+21,23631939764224.0,2.2176833340261165e+21,3.027487605933584e+21,2333435302.7197638
25,31,3.1130778e+21,24151844716544.0,3.113077752420945e+21,3.027487605933584e+21,2333435302.7197638
25,32,3.5899403e+21,26180600201216.0,3.589940271036408e+21,3.027487605933584e+21,2333435302.7197638
26,31,2.2305507e+21,24151844716544.0,2.2305506805915624e+21,3.0452809003564374e+21,2125685025.4703295
26,32,3.1313706e+21,26180600201216.0,3.1313705276536384e+21,3.0452809003564374e+21,2125685025.4703295
26,33,3.6111452e+21,26966017179648.0,3.611145187621488e+21,3.0452809003564374e+21,2125685025.4703295
27,32,2.2422767e+21,26180600201216.0,2.2422766446175962e+21,2.7330206925100417e+21,3431585267.870668
27,33,3.148174e+21,26966017179648.0,3.148174020027894e+21,2.7330206925100417e+21,3431585267.870668
28,33,2.2524105e+21,26966017179648.0,2.2524104466812046e+21,2.2524104466812046e+21,
