iteration,time_step,prediction,actual,error,rmse,mase
20,27,18588746000000.0,19545710395392.0,-956964012032.0,1272128017088.1406,1.024421630996439
21,26,16443635000000.0,18301224747008.0,-1857590132736.0,1546373319425.4053,1.175122893424073
21,27,18043830000000.0,19545710395392.0,-1501879599104.0,1546373319425.4053,1.175122893424073
21,28,19682948000000.0,20894363680768.0,-1211415658496.0,1546373319425.4053,1.175122893424073
22,27,17417728000000.0,19545710395392.0,-2127982231552.0,1779010232193.3552,1.275458566905459
22,28,19147256000000.0,20894363680768.0,-1747107971072.0,1779010232193.3552,1.275458566905459
22,29,20910835000000.0,22294286041088.0,-1383451328512.0,1779010232193.3552,1.275458566905459
23,28,18477050000000.0,20894363680768.0,-2417313710080.0,1954975524091.517,1.394551361112771
23,29,20368652000000.0,22294286041088.0,-1925634326528.0,1954975524091.517,1.394551361112771
23,30,22248352000000.0,23631939764224.0,-1383587643392.0,1954975524091.517,1.394551361112771
24,29,19675874000000.0,22294286041088.0,-2618411712512.0,1886436961709.7844,1.7681754017956097
24,30,21717622000000.0,23631939764224.0,-1914318094336.0,1886436961709.7844,1.7681754017956097
24,31,23757840000000.0,24151844716544.0,-394004529152.0,1886436961709.7844,1.7681754017956097
25,30,20988715000000.0,23631939764224.0,-2643225214976.0,1677761449350.84,1.1359707155019574
25,31,23219216000000.0,24151844716544.0,-932628660224.0,1677761449350.84,1.1359707155019574
25,32,25413649000000.0,26180600201216.0,-766951555072.0,1677761449350.84,1.1359707155019574
26,31,22476180000000.0,24151844716544.0,-1675664293888.0,1232705685670.981,0.7771461701376107
26,32,24897003000000.0,26180600201216.0,-1283597533184.0,1232705685670.981,0.7771461701376107
26,33,27287290000000.0,26966017179648.0,321273200640.0,1232705685670.981,0.7771461701376107
27,32,24102518000000.0,26180600201216.0,-2078082596864.0,1479270811842.9307,1.4763067532495273
27,33,26725067000000.0,26966017179648.0,-240950181888.0,1479270811842.9307,1.4763067532495273
28,33,25806403000000.0,26966017179648.0,-1159613906944.0,1159613906944.0,
