iteration,time_step,prediction,actual,error,rmse,mase
0,5,5368.2812,5364.279,4.002249999999549,16.727861787110566,0.11504477754345127
0,6,5450.471,5425.259,25.212191406249985,16.727861787110566,0.11504477754345127
0,7,5599.2793,5612.983,-13.703703125000175,16.727861787110566,0.11504477754345127
1,8,5654.6313,5688.142,-33.510652343749825,19.667493974130366,0.2287279378210237
1,9,5739.4014,5733.281,6.120367187500051,19.667493974130366,0.2287279378210237
1,10,5804.009,5803.918,0.0907890625003347,19.667493974130366,0.2287279378210237
2,11,5938.4834,6010.136,-71.65260156250042,48.9218107135083,0.629583654041693
2,12,5929.6255,5907.74,21.88548828125022,48.9218107135083,0.629583654041693
2,13,5906.723,5946.308,-39.58485546874999,48.9218107135083,0.629583654041693
3,14,6021.205,6010.146,11.05907812500027,34.324852978752325,0.4865760273182167
3,15,6087.2397,6112.655,-25.415253906249745,34.324852978752325,0.4865760273182167
3,16,6079.587,6132.183,-52.59608593749999,34.324852978752325,0.4865760273182167
4,17,6081.7603,6052.686,29.074253906250306,17.83377935995892,0.0999051767422024
4,18,6122.619,6130.123,-7.5038593749995925,17.83377935995892,0.0999051767422024
4,19,5907.8726,5915.119,-7.246441406249687,17.83377935995892,0.0999051767422024
5,20,5627.4023,5480.726,146.67634375000034,96.14399100397067,0.4855309988759867
5,21,5603.1973,5679.715,-76.51773437500015,96.14399100397067,0.4855309988759867
5,22,5527.0874,5546.116,-19.028597656249985,96.14399100397067,0.4855309988759867
6,23,5478.6,5344.086,134.51409765624976,159.13778316124527,1.4851629439899983
6,24,5519.534,5480.157,39.37717968749985,159.13778316124527,1.4851629439899983
6,25,5291.342,5528.681,-237.33920312499959,159.13778316124527,1.4851629439899983
7,26,5474.13,5376.473,97.65688281250004,100.59157197084802,0.9969993703505363
7,27,5397.1694,5252.932,144.2374335937502,100.59157197084802,0.9969993703505363
7,28,5215.9946,5212.162,3.832628906249738,100.59157197084802,0.9969993703505363
8,29,5479.2866,5377.797,101.48962109375043,262.0391159498234,0.5861246930458162
8,30,5221.044,5262.145,-41.10105468750044,262.0391159498234,0.5861246930458162
8,31,5155.087,4714.628,440.4589140625003,262.0391159498234,0.5861246930458162
9,32,5529.4087,5032.213,497.19569140625026,292.93923042562693,1.908712160791167
9,33,5062.8794,5078.871,-15.991605468750095,292.93923042562693,1.908712160791167
9,34,5011.2954,4911.391,99.90441015625038,292.93923042562693,1.908712160791167
