country,year,co2,gdp,population,primary_energy_consumption,fossil_fuel_consumption,renewables_consumption,co2_lag1,co2_lag2,co2_lag3,co2_lag4,gdp_lag1,gdp_lag2,gdp_lag3,gdp_lag4,population_lag1,population_lag2,population_lag3,population_lag4,primary_energy_consumption_lag1,primary_energy_consumption_lag2,primary_energy_consumption_lag3,primary_energy_consumption_lag4,fossil_fuel_consumption_lag1,fossil_fuel_consumption_lag2,fossil_fuel_consumption_lag3,fossil_fuel_consumption_lag4,renewables_consumption_lag1,renewables_consumption_lag2,renewables_consumption_lag3,renewables_consumption_lag4
Argentina,1850,,2193400064.0,1088372.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1851,,,1115018.0,,,,,,,,2193400064.0,,,,1088372.0,,,,,,,,,,,,,,,
Argentina,1852,,,1138141.0,,,,,,,,,2193400064.0,,,1115018.0,1088372.0,,,,,,,,,,,,,,
Argentina,1853,,,1157536.0,,,,,,,,,,2193400064.0,,1138141.0,1115018.0,1088372.0,,,,,,,,,,,,,
Argentina,1854,,,1177263.0,,,,,,,,,,,2193400064.0,1157536.0,1138141.0,1115018.0,1088372.0,,,,,,,,,,,,
Argentina,1855,,,1197325.0,,,,,,,,,,,,1177263.0,1157536.0,1138141.0,1115018.0,,,,,,,,,,,,
Argentina,1856,0.017,,1217730.0,,,,,,,,,,,,1197325.0,1177263.0,1157536.0,1138141.0,,,,,,,,,,,,
Argentina,1857,0.041,,1238482.0,,,,0.017,,,,,,,,1217730.0,1197325.0,1177263.0,1157536.0,,,,,,,,,,,,
Argentina,1858,0.053,,1259588.0,,,,0.041,0.017,,,,,,,1238482.0,1217730.0,1197325.0,1177263.0,,,,,,,,,,,,
Argentina,1859,0.034,,1285058.0,,,,0.053,0.041,0.017,,,,,,1259588.0,1238482.0,1217730.0,1197325.0,,,,,,,,,,,,
Argentina,1860,0.042,,1315097.0,,,,0.034,0.053,0.041,0.017,,,,,1285058.0,1259588.0,1238482.0,1217730.0,,,,,,,,,,,,
Argentina,1861,0.05,,1349915.0,,,,0.042,0.034,0.053,0.041,,,,,1315097.0,1285058.0,1259588.0,1238482.0,,,,,,,,,,,,
Argentina,1862,0.041,,1389733.0,,,,0.05,0.042,0.034,0.053,,,,,1349915.0,1315097.0,1285058.0,1259588.0,,,,,,,,,,,,
Argentina,1863,0.061,,1434777.0,,,,0.041,0.05,0.042,0.034,,,,,1389733.0,1349915.0,1315097.0,1285058.0,,,,,,,,,,,,
Argentina,1864,0.052,,1481281.0,,,,0.061,0.041,0.05,0.042,,,,,1434777.0,1389733.0,1349915.0,1315097.0,,,,,,,,,,,,
Argentina,1865,0.089,,1529293.0,,,,0.052,0.061,0.041,0.05,,,,,1481281.0,1434777.0,1389733.0,1349915.0,,,,,,,,,,,,
Argentina,1866,0.141,,1578860.0,,,,0.089,0.052,0.061,0.041,,,,,1529293.0,1481281.0,1434777.0,1389733.0,,,,,,,,,,,,
Argentina,1867,0.102,,1630034.0,,,,0.141,0.089,0.052,0.061,,,,,1578860.0,1529293.0,1481281.0,1434777.0,,,,,,,,,,,,
Argentina,1868,0.151,,1682867.0,,,,0.102,0.141,0.089,0.052,,,,,1630034.0,1578860.0,1529293.0,1481281.0,,,,,,,,,,,,
Argentina,1869,0.175,,1737244.0,,,,0.151,0.102,0.141,0.089,,,,,1682867.0,1630034.0,1578860.0,1529293.0,,,,,,,,,,,,
Argentina,1870,0.16,4202639872.0,1793208.0,,,,0.175,0.151,0.102,0.141,,,,,1737244.0,1682867.0,1630034.0,1578860.0,,,,,,,,,,,,
Argentina,1871,0.174,,1850807.0,,,,0.16,0.175,0.151,0.102,4202639872.0,,,,1793208.0,1737244.0,1682867.0,1630034.0,,,,,,,,,,,,
Argentina,1872,0.169,,1910088.0,,,,0.174,0.16,0.175,0.151,,4202639872.0,,,1850807.0,1793208.0,1737244.0,1682867.0,,,,,,,,,,,,
Argentina,1873,0.188,,1971098.0,,,,0.169,0.174,0.16,0.175,,,4202639872.0,,1910088.0,1850807.0,1793208.0,1737244.0,,,,,,,,,,,,
Argentina,1874,0.223,,2034058.0,,,,0.188,0.169,0.174,0.16,,,,4202639872.0,1971098.0,1910088.0,1850807.0,1793208.0,,,,,,,,,,,,
Argentina,1875,0.13,,2099028.0,,,,0.223,0.188,0.169,0.174,,,,,2034058.0,1971098.0,1910088.0,1850807.0,,,,,,,,,,,,
Argentina,1876,0.127,,2166073.0,,,,0.13,0.223,0.188,0.169,,,,,2099028.0,2034058.0,1971098.0,1910088.0,,,,,,,,,,,,
Argentina,1877,0.1,,2235260.0,,,,0.127,0.13,0.223,0.188,,,,,2166073.0,2099028.0,2034058.0,1971098.0,,,,,,,,,,,,
Argentina,1878,0.081,,2306657.0,,,,0.1,0.127,0.13,0.223,,,,,2235260.0,2166073.0,2099028.0,2034058.0,,,,,,,,,,,,
Argentina,1879,0.192,,2380335.0,,,,0.081,0.1,0.127,0.13,,,,,2306657.0,2235260.0,2166073.0,2099028.0,,,,,,,,,,,,
Argentina,1880,0.194,,2456365.0,,,,0.192,0.081,0.1,0.127,,,,,2380335.0,2306657.0,2235260.0,2166073.0,,,,,,,,,,,,
Argentina,1881,0.308,,2534824.0,,,,0.194,0.192,0.081,0.1,,,,,2456365.0,2380335.0,2306657.0,2235260.0,,,,,,,,,,,,
Argentina,1882,0.344,,2615789.0,,,,0.308,0.194,0.192,0.081,,,,,2534824.0,2456365.0,2380335.0,2306657.0,,,,,,,,,,,,
Argentina,1883,0.481,,2699340.0,,,,0.344,0.308,0.194,0.192,,,,,2615789.0,2534824.0,2456365.0,2380335.0,,,,,,,,,,,,
Argentina,1884,0.657,,2785560.0,,,,0.481,0.344,0.308,0.194,,,,,2699340.0,2615789.0,2534824.0,2456365.0,,,,,,,,,,,,
Argentina,1885,0.762,,2874534.0,,,,0.657,0.481,0.344,0.308,,,,,2785560.0,2699340.0,2615789.0,2534824.0,,,,,,,,,,,,
Argentina,1886,0.784,,2966350.0,,,,0.762,0.657,0.481,0.344,,,,,2874534.0,2785560.0,2699340.0,2615789.0,,,,,,,,,,,,
Argentina,1887,1.208,,3061098.0,,,,0.784,0.762,0.657,0.481,,,,,2966350.0,2874534.0,2785560.0,2699340.0,,,,,,,,,,,,
Argentina,1888,1.199,,3158873.0,,,,1.208,0.784,0.762,0.657,,,,,3061098.0,2966350.0,2874534.0,2785560.0,,,,,,,,,,,,
Argentina,1889,1.968,,3260729.0,,,,1.199,1.208,0.784,0.762,,,,,3158873.0,3061098.0,2966350.0,2874534.0,,,,,,,,,,,,
Argentina,1890,1.453,13000976384.0,3366831.0,,,,1.968,1.199,1.208,0.784,,,,,3260729.0,3158873.0,3061098.0,2966350.0,,,,,,,,,,,,
Argentina,1891,1.084,,3477345.0,,,,1.453,1.968,1.199,1.208,13000976384.0,,,,3366831.0,3260729.0,3158873.0,3061098.0,,,,,,,,,,,,
Argentina,1892,1.685,,3592446.0,,,,1.084,1.453,1.968,1.199,,13000976384.0,,,3477345.0,3366831.0,3260729.0,3158873.0,,,,,,,,,,,,
Argentina,1893,1.671,,3712318.0,,,,1.685,1.084,1.453,1.968,,,13000976384.0,,3592446.0,3477345.0,3366831.0,3260729.0,,,,,,,,,,,,
Argentina,1894,1.947,,3836189.0,,,,1.671,1.685,1.084,1.453,,,,13000976384.0,3712318.0,3592446.0,3477345.0,3366831.0,,,,,,,,,,,,
Argentina,1895,2.34,,3964194.0,,,,1.947,1.671,1.685,1.084,,,,,3836189.0,3712318.0,3592446.0,3477345.0,,,,,,,,,,,,
Argentina,1896,2.284,,4096469.0,,,,2.34,1.947,1.671,1.685,,,,,3964194.0,3836189.0,3712318.0,3592446.0,,,,,,,,,,,,
Argentina,1897,2.237,,4233159.0,,,,2.284,2.34,1.947,1.671,,,,,4096469.0,3964194.0,3836189.0,3712318.0,,,,,,,,,,,,
Argentina,1898,2.227,,4374409.0,,,,2.237,2.284,2.34,1.947,,,,,4233159.0,4096469.0,3964194.0,3836189.0,,,,,,,,,,,,
Argentina,1899,2.643,,4524892.0,,,,2.227,2.237,2.284,2.34,,,,,4374409.0,4233159.0,4096469.0,3964194.0,,,,,,,,,,,,
Argentina,1900,2.026,21508018176.0,4685089.0,,,,2.643,2.227,2.237,2.284,,,,,4524892.0,4374409.0,4233159.0,4096469.0,,,,,,,,,,,,
Argentina,1901,2.408,22371942400.0,4855502.0,,,,2.026,2.643,2.227,2.237,21508018176.0,,,,4685089.0,4524892.0,4374409.0,4233159.0,,,,,,,,,,,,
Argentina,1902,2.555,21914859520.0,5036658.0,,,,2.408,2.026,2.643,2.227,22371942400.0,21508018176.0,,,4855502.0,4685089.0,4524892.0,4374409.0,,,,,,,,,,,,
Argentina,1903,2.923,25056325632.0,5229108.0,,,,2.555,2.408,2.026,2.643,21914859520.0,22371942400.0,21508018176.0,,5036658.0,4855502.0,4685089.0,4524892.0,,,,,,,,,,,,
Argentina,1904,3.739,27744129024.0,5428911.0,,,,2.923,2.555,2.408,2.026,25056325632.0,21914859520.0,22371942400.0,21508018176.0,5229108.0,5036658.0,4855502.0,4685089.0,,,,,,,,,,,,
Argentina,1905,4.655,31406880768.0,5636349.0,,,,3.739,2.923,2.555,2.408,27744129024.0,25056325632.0,21914859520.0,22371942400.0,5428911.0,5229108.0,5036658.0,4855502.0,,,,,,,,,,,,
Argentina,1906,6.214,32980647936.0,5851713.0,,,,4.655,3.739,2.923,2.555,31406880768.0,27744129024.0,25056325632.0,21914859520.0,5636349.0,5428911.0,5229108.0,5036658.0,,,,,,,,,,,,
Argentina,1907,5.458,33673998336.0,6075305.0,,,,6.214,4.655,3.739,2.923,32980647936.0,31406880768.0,27744129024.0,25056325632.0,5851713.0,5636349.0,5428911.0,5229108.0,,,,,,,,,,,,
Argentina,1908,5.895,36961689600.0,6307441.0,,,,5.458,6.214,4.655,3.739,33673998336.0,32980647936.0,31406880768.0,27744129024.0,6075305.0,5851713.0,5636349.0,5428911.0,,,,,,,,,,,,
Argentina,1909,5.465,38819262464.0,6532092.0,,,,5.895,5.458,6.214,4.655,36961689600.0,33673998336.0,32980647936.0,31406880768.0,6307441.0,6075305.0,5851713.0,5636349.0,,,,,,,,,,,,
Argentina,1910,6.925,41644912640.0,6748544.0,,,,5.465,5.895,5.458,6.214,38819262464.0,36961689600.0,33673998336.0,32980647936.0,6532092.0,6307441.0,6075305.0,5851713.0,,,,,,,,,,,,
Argentina,1911,8.445,42382159872.0,6956048.0,,,,6.925,5.465,5.895,5.458,41644912640.0,38819262464.0,36961689600.0,33673998336.0,6748544.0,6532092.0,6307441.0,6075305.0,,,,,,,,,,,,
Argentina,1912,8.567,45863510016.0,7153812.0,,,,8.445,6.925,5.465,5.895,42382159872.0,41644912640.0,38819262464.0,36961689600.0,6956048.0,6748544.0,6532092.0,6307441.0,,,,,,,,,,,,
Argentina,1913,9.347,46315954176.0,7341005.0,,,,8.567,8.445,6.925,5.465,45863510016.0,42382159872.0,41644912640.0,38819262464.0,7153812.0,6956048.0,6748544.0,6532092.0,,,,,,,,,,,,
Argentina,1914,8.294,41498755072.0,7533097.0,,,,9.347,8.567,8.445,6.925,46315954176.0,45863510016.0,42382159872.0,41644912640.0,7341005.0,7153812.0,6956048.0,6748544.0,,,,,,,,,,,,
Argentina,1915,5.522,41740312576.0,7730214.0,,,,8.294,9.347,8.567,8.445,41498755072.0,46315954176.0,45863510016.0,42382159872.0,7533097.0,7341005.0,7153812.0,6956048.0,,,,,,,,,,,,
Argentina,1916,4.215,40529502208.0,7932490.0,,,,5.522,8.294,9.347,8.567,41740312576.0,41498755072.0,46315954176.0,45863510016.0,7730214.0,7533097.0,7341005.0,7153812.0,,,,,,,,,,,,
Argentina,1917,2.411,37239177216.0,8140058.0,,,,4.215,5.522,8.294,9.347,40529502208.0,41740312576.0,41498755072.0,46315954176.0,7932490.0,7730214.0,7533097.0,7341005.0,,,,,,,,,,,,
Argentina,1918,1.569,44097687552.0,8354021.0,,,,2.411,4.215,5.522,8.294,37239177216.0,40529502208.0,41740312576.0,41498755072.0,8140058.0,7932490.0,7730214.0,7533097.0,,,,,,,,,,,,
Argentina,1919,3.41,45710110720.0,8579951.0,,,,1.569,2.411,4.215,5.522,44097687552.0,37239177216.0,40529502208.0,41740312576.0,8354021.0,8140058.0,7932490.0,7730214.0,,,,,,,,,,,,
Argentina,1920,5.609,49054494720.0,8818354.0,,,,3.41,1.569,2.411,4.215,45710110720.0,44097687552.0,37239177216.0,40529502208.0,8579951.0,8354021.0,8140058.0,7932490.0,,,,,,,,,,,,
Argentina,1921,4.761,50306035712.0,9069751.0,,,,5.609,3.41,1.569,2.411,49054494720.0,45710110720.0,44097687552.0,37239177216.0,8818354.0,8579951.0,8354021.0,8140058.0,,,,,,,,,,,,
Argentina,1922,6.056,54296928256.0,9334686.0,,,,4.761,5.609,3.41,1.569,50306035712.0,49054494720.0,45710110720.0,44097687552.0,9069751.0,8818354.0,8579951.0,8354021.0,,,,,,,,,,,,
Argentina,1923,7.343,60309590016.0,9613722.0,,,,6.056,4.761,5.609,3.41,54296928256.0,50306035712.0,49054494720.0,45710110720.0,9334686.0,9069751.0,8818354.0,8579951.0,,,,,,,,,,,,
Argentina,1924,9.864,64989057024.0,9901098.0,,,,7.343,6.056,4.761,5.609,60309590016.0,54296928256.0,50306035712.0,49054494720.0,9613722.0,9334686.0,9069751.0,8818354.0,,,,,,,,,,,,
Argentina,1925,10.157,64706424832.0,10197065.0,,,,9.864,7.343,6.056,4.761,64989057024.0,60309590016.0,54296928256.0,50306035712.0,9901098.0,9613722.0,9334686.0,9069751.0,,,,,,,,,,,,
Argentina,1926,10.323,67810631680.0,10501879.0,,,,10.157,9.864,7.343,6.056,64706424832.0,64989057024.0,60309590016.0,54296928256.0,10197065.0,9901098.0,9613722.0,9334686.0,,,,,,,,,,,,
Argentina,1927,12.499,72643125248.0,10815805.0,,,,10.323,10.157,9.864,7.343,67810631680.0,64706424832.0,64989057024.0,60309590016.0,10501879.0,10197065.0,9901098.0,9613722.0,,,,,,,,,,,,
Argentina,1928,12.191,77168877568.0,11139114.0,,,,12.499,10.323,10.157,9.864,72643125248.0,67810631680.0,64706424832.0,64989057024.0,10815805.0,10501879.0,10197065.0,9901098.0,,,,,,,,,,,,
Argentina,1929,12.607,80691912704.0,11443159.0,,,,12.191,12.499,10.323,10.157,77168877568.0,72643125248.0,67810631680.0,64706424832.0,11139114.0,10815805.0,10501879.0,10197065.0,,,,,,,,,,,,
Argentina,1930,12.338,77359685632.0,11726853.0,,,,12.607,12.191,12.499,10.323,80691912704.0,77168877568.0,72643125248.0,67810631680.0,11443159.0,11139114.0,10815805.0,10501879.0,,,,,,,,,,,,
Argentina,1931,12.466,71992139776.0,11989069.0,,,,12.338,12.607,12.191,12.499,77359685632.0,80691912704.0,77168877568.0,72643125248.0,11726853.0,11443159.0,11139114.0,10815805.0,,,,,,,,,,,,
Argentina,1932,12.898,69624832000.0,12228636.0,,,,12.466,12.338,12.607,12.191,71992139776.0,77359685632.0,80691912704.0,77168877568.0,11989069.0,11726853.0,11443159.0,11139114.0,,,,,,,,,,,,
Argentina,1933,13.524,72859959296.0,12444339.0,,,,12.898,12.466,12.338,12.607,69624832000.0,71992139776.0,77359685632.0,80691912704.0,12228636.0,11989069.0,11726853.0,11443159.0,,,,,,,,,,,,
Argentina,1934,14.66,78659584000.0,12663847.0,,,,13.524,12.898,12.466,12.338,72859959296.0,69624832000.0,71992139776.0,77359685632.0,12444339.0,12228636.0,11989069.0,11726853.0,,,,,,,,,,,,
Argentina,1935,14.432,82125021184.0,12887227.0,,,,14.66,13.524,12.898,12.466,78659584000.0,72859959296.0,69624832000.0,71992139776.0,12663847.0,12444339.0,12228636.0,11989069.0,,,,,,,,,,,,
Argentina,1936,15.317,82689359872.0,13114548.0,,,,14.432,14.66,13.524,12.898,82125021184.0,78659584000.0,72859959296.0,69624832000.0,12887227.0,12663847.0,12444339.0,12228636.0,,,,,,,,,,,,
Argentina,1937,16.408,88696750080.0,13345878.0,,,,15.317,14.432,14.66,13.524,82689359872.0,82125021184.0,78659584000.0,72859959296.0,13114548.0,12887227.0,12663847.0,12444339.0,,,,,,,,,,,,
Argentina,1938,16.175,89082486784.0,13581288.0,,,,16.408,15.317,14.432,14.66,88696750080.0,82689359872.0,82125021184.0,78659584000.0,13345878.0,13114548.0,12887227.0,12663847.0,,,,,,,,,,,,
Argentina,1939,16.485,92462211072.0,13825464.0,,,,16.175,16.408,15.317,14.432,89082486784.0,88696750080.0,82689359872.0,82125021184.0,13581288.0,13345878.0,13114548.0,12887227.0,,,,,,,,,,,,
Argentina,1940,15.648,93982973952.0,14078649.0,,,,16.485,16.175,16.408,15.317,92462211072.0,89082486784.0,88696750080.0,82689359872.0,13825464.0,13581288.0,13345878.0,13114548.0,,,,,,,,,,,,
Argentina,1941,13.94,98812125184.0,14341093.0,,,,15.648,16.485,16.175,16.408,93982973952.0,92462211072.0,89082486784.0,88696750080.0,14078649.0,13825464.0,13581288.0,13345878.0,,,,,,,,,,,,
Argentina,1942,13.479,99962904576.0,14613051.0,,,,13.94,15.648,16.485,16.175,98812125184.0,93982973952.0,92462211072.0,89082486784.0,14341093.0,14078649.0,13825464.0,13581288.0,,,,,,,,,,,,
Argentina,1943,14.077,99170082816.0,14894786.0,,,,13.479,13.94,15.648,16.485,99962904576.0,98812125184.0,93982973952.0,92462211072.0,14613051.0,14341093.0,14078649.0,13825464.0,,,,,,,,,,,,
Argentina,1944,13.952,110433869824.0,15181952.0,,,,14.077,13.479,13.94,15.648,99170082816.0,99962904576.0,98812125184.0,93982973952.0,14894786.0,14613051.0,14341093.0,14078649.0,,,,,,,,,,,,
Argentina,1945,13.666,106852769792.0,15474655.0,,,,13.952,14.077,13.479,13.94,110433869824.0,99170082816.0,99962904576.0,98812125184.0,15181952.0,14894786.0,14613051.0,14341093.0,,,,,,,,,,,,
Argentina,1946,13.702,116403142656.0,15773001.0,,,,13.666,13.952,14.077,13.479,106852769792.0,110433869824.0,99170082816.0,99962904576.0,15474655.0,15181952.0,14894786.0,14613051.0,,,,,,,,,,,,
Argentina,1947,14.515,129321500672.0,16077098.0,,,,13.702,13.666,13.952,14.077,116403142656.0,106852769792.0,110433869824.0,99170082816.0,15773001.0,15474655.0,15181952.0,14894786.0,,,,,,,,,,,,
Argentina,1948,17.392,136522203136.0,16387059.0,,,,14.515,13.702,13.666,13.952,129321500672.0,116403142656.0,106852769792.0,110433869824.0,16077098.0,15773001.0,15474655.0,15181952.0,,,,,,,,,,,,
Argentina,1949,15.365,134649167872.0,16700599.0,,,,17.392,14.515,13.702,13.666,136522203136.0,129321500672.0,116403142656.0,106852769792.0,16387059.0,16077098.0,15773001.0,15474655.0,,,,,,,,,,,,
Argentina,1950,29.921,136328019968.0,17018034.0,,,,15.365,17.392,14.515,13.702,134649167872.0,136522203136.0,129321500672.0,116403142656.0,16700599.0,16387059.0,16077098.0,15773001.0,,,,,,,,,,,,
Argentina,1951,34.963,141645234176.0,17356465.0,,,,29.921,15.365,17.392,14.515,136328019968.0,134649167872.0,136522203136.0,129321500672.0,17018034.0,16700599.0,16387059.0,16077098.0,,,,,,,,,,,,
Argentina,1952,36.095,134416834560.0,17698882.0,,,,34.963,29.921,15.365,17.392,141645234176.0,136328019968.0,134649167872.0,136522203136.0,17356465.0,17018034.0,16700599.0,16387059.0,,,,,,,,,,,,
Argentina,1953,35.135,141635207168.0,18041299.0,,,,36.095,34.963,29.921,15.365,134416834560.0,141645234176.0,136328019968.0,134649167872.0,17698882.0,17356465.0,17018034.0,16700599.0,,,,,,,,,,,,
Argentina,1954,36.75,147492470784.0,18381211.0,,,,35.135,36.095,34.963,29.921,141635207168.0,134416834560.0,141645234176.0,136328019968.0,18041299.0,17698882.0,17356465.0,17018034.0,,,,,,,,,,,,
Argentina,1955,39.56,158009442304.0,18716035.0,,,,36.75,35.135,36.095,34.963,147492470784.0,141635207168.0,134416834560.0,141645234176.0,18381211.0,18041299.0,17698882.0,17356465.0,,,,,,,,,,,,
Argentina,1956,44.297,162343223296.0,19049972.0,,,,39.56,36.75,35.135,36.095,158009442304.0,147492470784.0,141635207168.0,134416834560.0,18716035.0,18381211.0,18041299.0,17698882.0,,,,,,,,,,,,
Argentina,1957,47.608,170709729280.0,19383045.0,,,,44.297,39.56,36.75,35.135,162343223296.0,158009442304.0,147492470784.0,141635207168.0,19049972.0,18716035.0,18381211.0,18041299.0,,,,,,,,,,,,
Argentina,1958,44.193,181174419456.0,19714264.0,,,,47.608,44.297,39.56,36.75,170709729280.0,162343223296.0,158009442304.0,147492470784.0,19383045.0,19049972.0,18716035.0,18381211.0,,,,,,,,,,,,
Argentina,1959,48.949,169428729856.0,20049605.0,,,,44.193,47.608,44.297,39.56,181174419456.0,170709729280.0,162343223296.0,158009442304.0,19714264.0,19383045.0,19049972.0,18716035.0,,,,,,,,,,,,
Argentina,1960,48.764,182678470656.0,20386054.0,,,,48.949,44.193,47.608,44.297,169428729856.0,181174419456.0,170709729280.0,162343223296.0,20049605.0,19714264.0,19383045.0,19049972.0,,,,,,,,,,,,
Argentina,1961,51.127,195762241536.0,20726278.0,,,,48.764,48.949,44.193,47.608,182678470656.0,169428729856.0,181174419456.0,170709729280.0,20386054.0,20049605.0,19714264.0,19383045.0,,,,,,,,,,,,
Argentina,1962,53.64,192596967424.0,21072543.0,,,,51.127,48.764,48.949,44.193,195762241536.0,182678470656.0,169428729856.0,181174419456.0,20726278.0,20386054.0,20049605.0,19714264.0,,,,,,,,,,,,
Argentina,1963,50.033,187954610176.0,21421703.0,,,,53.64,51.127,48.764,48.949,192596967424.0,195762241536.0,182678470656.0,169428729856.0,21072543.0,20726278.0,20386054.0,20049605.0,,,,,,,,,,,,
Argentina,1964,55.67,207332556800.0,21769451.0,,,,50.033,53.64,51.127,48.764,187954610176.0,192596967424.0,195762241536.0,182678470656.0,21421703.0,21072543.0,20726278.0,20386054.0,,,,,,,,,,,,
Argentina,1965,58.805,226284879872.0,22112635.0,328.528,324.905,3.623,55.67,50.033,53.64,51.127,207332556800.0,187954610176.0,192596967424.0,195762241536.0,21769451.0,21421703.0,21072543.0,20726278.0,,,,,,,,,,,,
Argentina,1966,63.073,227834527744.0,22453898.0,339.175,335.505,3.669,58.805,55.67,50.033,53.64,226284879872.0,207332556800.0,187954610176.0,192596967424.0,22112635.0,21769451.0,21421703.0,21072543.0,328.528,,,,324.905,,,,3.623,,,
Argentina,1967,65.476,233929080832.0,22799062.0,349.032,345.275,3.757,63.073,58.805,55.67,50.033,227834527744.0,226284879872.0,207332556800.0,187954610176.0,22453898.0,22112635.0,21769451.0,21421703.0,339.175,328.528,,,335.505,324.905,,,3.669,3.623,,
Argentina,1968,69.009,243886489600.0,23150579.0,360.844,356.416,4.429,65.476,63.073,58.805,55.67,233929080832.0,227834527744.0,226284879872.0,207332556800.0,22799062.0,22453898.0,22112635.0,21769451.0,349.032,339.175,328.528,,345.275,335.505,324.905,,3.757,3.669,3.623,
Argentina,1969,77.249,264721498112.0,23508715.0,372.911,368.939,3.972,69.009,65.476,63.073,58.805,243886489600.0,233929080832.0,227834527744.0,226284879872.0,23150579.0,22799062.0,22453898.0,22112635.0,360.844,349.032,339.175,328.528,356.416,345.275,335.505,324.905,4.429,3.757,3.669,3.623
Argentina,1970,82.648,278897360896.0,23878331.0,353.487,348.703,4.784,77.249,69.009,65.476,63.073,264721498112.0,243886489600.0,233929080832.0,227834527744.0,23508715.0,23150579.0,22799062.0,22453898.0,372.911,360.844,349.032,339.175,368.939,356.416,345.275,335.505,3.972,4.429,3.757,3.669
Argentina,1971,88.847,292438867968.0,24257211.0,374.742,369.981,4.76,82.648,77.249,69.009,65.476,278897360896.0,264721498112.0,243886489600.0,233929080832.0,23878331.0,23508715.0,23150579.0,22799062.0,353.487,372.911,360.844,349.032,348.703,368.939,356.416,345.275,4.784,3.972,4.429,3.757
Argentina,1972,90.067,301570129920.0,24644332.0,379.448,374.762,4.686,88.847,82.648,77.249,69.009,292438867968.0,278897360896.0,264721498112.0,243886489600.0,24257211.0,23878331.0,23508715.0,23150579.0,374.742,353.487,372.911,360.844,369.981,348.703,368.939,356.416,4.76,4.784,3.972,4.429
Argentina,1973,93.976,319937937408.0,25046008.0,396.458,387.403,9.055,90.067,88.847,82.648,77.249,301570129920.0,292438867968.0,278897360896.0,264721498112.0,24644332.0,24257211.0,23878331.0,23508715.0,379.448,374.742,353.487,372.911,374.762,369.981,348.703,368.939,4.686,4.76,4.784,3.972
Argentina,1974,95.48,340686405632.0,25461353.0,412.278,394.374,14.964,93.976,90.067,88.847,82.648,319937937408.0,301570129920.0,292438867968.0,278897360896.0,25046008.0,24644332.0,24257211.0,23878331.0,396.458,379.448,374.742,353.487,387.403,374.762,369.981,348.703,9.055,4.686,4.76,4.784
Argentina,1975,94.845,337656020992.0,25874106.0,402.571,379.864,15.565,95.48,93.976,90.067,88.847,340686405632.0,319937937408.0,301570129920.0,292438867968.0,25461353.0,25046008.0,24644332.0,24257211.0,412.278,396.458,379.448,374.742,394.374,387.403,374.762,369.981,14.964,9.055,4.686,4.76
Argentina,1976,99.699,336841146368.0,26282282.0,422.714,400.392,15.024,94.845,95.48,93.976,90.067,337656020992.0,340686405632.0,319937937408.0,301570129920.0,25874106.0,25461353.0,25046008.0,24644332.0,402.571,412.278,396.458,379.448,379.864,394.374,387.403,374.762,15.565,14.964,9.055,4.686
Argentina,1977,100.706,357157961728.0,26701814.0,441.458,419.557,17.257,99.699,94.845,95.48,93.976,336841146368.0,337656020992.0,340686405632.0,319937937408.0,26282282.0,25874106.0,25461353.0,25046008.0,422.714,402.571,412.278,396.458,400.392,379.864,394.374,387.403,15.024,15.565,14.964,9.055
Argentina,1978,102.556,341466742784.0,27132164.0,442.127,410.799,23.111,100.706,99.699,94.845,95.48,357157961728.0,336841146368.0,337656020992.0,340686405632.0,26701814.0,26282282.0,25874106.0,25461353.0,441.458,422.714,402.571,412.278,419.557,400.392,379.864,394.374,17.257,15.024,15.565,14.964
Argentina,1979,110.616,365906427904.0,27568894.0,474.656,435.202,31.816,102.556,100.706,99.699,94.845,341466742784.0,357157961728.0,336841146368.0,337656020992.0,27132164.0,26701814.0,26282282.0,25874106.0,442.127,441.458,422.714,402.571,410.799,419.557,400.392,379.864,23.111,17.257,15.024,15.565
Argentina,1980,108.656,371076956160.0,28011596.0,472.019,420.292,45.088,110.616,102.556,100.706,99.699,365906427904.0,341466742784.0,357157961728.0,336841146368.0,27568894.0,27132164.0,26701814.0,26282282.0,474.656,442.127,441.458,422.714,435.202,410.799,419.557,400.392,31.816,23.111,17.257,15.024
Argentina,1981,101.969,349782016000.0,28463957.0,457.964,406.272,43.701,108.656,110.616,102.556,100.706,371076956160.0,365906427904.0,341466742784.0,357157961728.0,28011596.0,27568894.0,27132164.0,26701814.0,472.019,474.656,442.127,441.458,420.292,435.202,410.799,419.557,45.088,31.816,23.111,17.257
Argentina,1982,103.351,338761515008.0,28924269.0,466.513,408.82,52.387,101.969,108.656,110.616,102.556,349782016000.0,371076956160.0,365906427904.0,341466742784.0,28463957.0,28011596.0,27568894.0,27132164.0,457.964,472.019,474.656,442.127,406.272,420.292,435.202,410.799,43.701,45.088,31.816,23.111
Argentina,1983,105.142,350706597888.0,29391333.0,485.764,421.144,54.958,103.351,101.969,108.656,110.616,338761515008.0,349782016000.0,371076956160.0,365906427904.0,28924269.0,28463957.0,28011596.0,27568894.0,466.513,457.964,472.019,474.656,408.82,406.272,420.292,435.202,52.387,43.701,45.088,31.816
