country,year,energy_per_capita,gdp,primary_energy_consumption,energy_per_gdp,population,cumulative_cement_co2,methane,gas_co2,consumption_co2_per_capita,share_global_cumulative_flaring_co2,cumulative_coal_co2,land_use_change_co2,oil_co2_per_capita,share_global_co2_including_luc,share_global_cumulative_coal_co2,share_global_other_co2,co2_growth_prct,coal_co2_per_capita,cumulative_oil_co2,share_global_cumulative_other_co2,co2_per_capita,other_industry_co2,share_global_cumulative_cement_co2,trade_co2,land_use_change_co2_per_capita,nitrous_oxide,co2,co2_per_unit_energy,cement_co2_per_capita,consumption_co2_per_gdp,methane_per_capita,co2_including_luc_growth_prct,temperature_change_from_co2,co2_including_luc_growth_abs,share_global_luc_co2,temperature_change_from_n2o,flaring_co2,share_global_cumulative_co2_including_luc,cumulative_co2,oil_co2,cumulative_flaring_co2,share_global_cumulative_luc_co2,co2_including_luc_per_capita,temperature_change_from_ch4,share_global_gas_co2,co2_including_luc_per_unit_energy,share_global_cumulative_oil_co2,flaring_co2_per_capita,share_global_oil_co2,temperature_change_from_ghg,share_global_cumulative_gas_co2,ghg_excluding_lucf_per_capita,total_ghg_excluding_lucf,cumulative_luc_co2,share_of_temperature_change_from_ghg,cumulative_other_co2,trade_co2_share,share_global_co2,share_global_cumulative_co2,coal_co2,consumption_co2,share_global_flaring_co2,cement_co2,co2_per_gdp,co2_including_luc_per_gdp,co2_growth_abs,co2_including_luc,other_co2_per_capita,share_global_coal_co2,cumulative_gas_co2,total_ghg,nitrous_oxide_per_capita,gas_co2_per_capita,cumulative_co2_including_luc,share_global_cement_co2,ghg_per_capita,renewables_cons_change_pct,coal_prod_change_pct,hydro_cons_change_twh,net_elec_imports,solar_cons_change_twh,hydro_elec_per_capita,fossil_electricity,oil_consumption,gas_prod_per_capita,other_renewable_exc_biofuel_electricity,biofuel_elec_per_capita,oil_prod_per_capita,gas_prod_change_twh,gas_energy_per_capita,gas_prod_change_pct,other_renewables_elec_per_capita,oil_cons_change_pct,low_carbon_cons_change_pct,coal_prod_change_twh,solar_electricity,gas_electricity,oil_energy_per_capita,fossil_energy_per_capita,electricity_share_energy,fossil_cons_change_twh,hydro_consumption,biofuel_cons_per_capita,wind_energy_per_capita,other_renewables_share_energy,energy_cons_change_twh,per_capita_electricity,wind_share_energy,fossil_elec_per_capita,renewables_electricity,solar_elec_per_capita,low_carbon_energy_per_capita,nuclear_share_energy,nuclear_elec_per_capita,low_carbon_share_elec,other_renewable_electricity,gas_share_elec,coal_cons_per_capita,oil_elec_per_capita,fossil_share_elec,biofuel_cons_change_twh,nuclear_electricity,other_renewables_cons_change_pct,oil_share_elec,renewables_share_elec,other_renewables_share_elec_exc_biofuel,net_elec_imports_share_demand,hydro_share_energy,oil_share_energy,wind_elec_per_capita,low_carbon_electricity,oil_production,other_renewable_consumption,gas_production,solar_consumption,fossil_cons_change_pct,greenhouse_gas_emissions,gas_cons_change_twh,gas_elec_per_capita,hydro_energy_per_capita,low_carbon_cons_change_twh,solar_energy_per_capita,coal_share_energy,hydro_electricity,coal_production,oil_prod_change_twh,coal_cons_change_twh,energy_cons_change_pct,wind_cons_change_twh,gas_share_energy,oil_electricity,biofuel_consumption,carbon_intensity_elec,nuclear_consumption,low_carbon_share_energy,oil_cons_change_twh,nuclear_energy_per_capita,biofuel_share_energy,other_renewables_elec_per_capita_exc_biofuel,fossil_fuel_consumption,coal_electricity,gas_cons_change_pct,renewables_elec_per_capita,renewables_consumption,hydro_share_elec,biofuel_share_elec,other_renewables_share_elec,wind_consumption,oil_prod_change_pct,low_carbon_consumption,hydro_cons_change_pct,solar_cons_change_pct,solar_share_elec,wind_share_elec,coal_cons_change_pct,wind_cons_change_pct,coal_prod_per_capita,nuclear_cons_change_twh,electricity_generation,nuclear_share_elec,electricity_demand_per_capita,renewables_energy_per_capita,nuclear_cons_change_pct,coal_elec_per_capita,other_renewables_energy_per_capita,renewables_cons_change_twh,gas_consumption,wind_electricity,renewables_share_energy,low_carbon_elec_per_capita,coal_consumption,biofuel_electricity,solar_share_energy,electricity_demand,other_renewables_cons_change_twh,biofuel_cons_change_pct,fossil_share_energy,coal_share_elec
France,1977,41522.996,1205940912128.0,2197.623,1.822,53197133.0,308.244,110.466,42.841,,0.709,16157.955,-39.887,6.072,1.95,4.793,,-3.115,2.327,4919.934,,9.552,,4.648,,-0.75,65.613,508.119,0.231,0.253,,2.077,-1.911,0.009,-9.12,-0.723,0.001,5.009,1.603,21810.734,323.027,36.332,-0.584,8.802,0.004,1.754,0.213,3.162,0.094,3.654,0.014,0.985,11.102,590.609,-3426.082,1.843,,,2.747,4.003,123.799,,1.313,13.443,0.421,0.388,-16.336,468.232,,1.93,388.269,665.037,1.233,0.805,18063.848,3.605,12.501,55.714,-2.735,82.081,,,1434.721,,1358.818,1536.225,,,226.775,7.063,3874.984,9.513,25.839,-3.956,45.623,-5.298,,,25674.201,36213.98,,-45.029,225.686,,,0.2,43.323,,,,,,5309.016,2.316,337.255,,1.375,,6664.796,,,,17.941,3.127,,,,,10.27,61.831,,,12.002,4.388,81.305,,-2.295,,8.632,,4264.229,88.352,,16.051,76.323,188.391,-0.291,2.305,2.011,,9.332,,,,50.908,12.786,-55.965,961.879,,,1916.641,,4.394,,230.074,,,,,-2.365,280.982,57.158,,,,0.658,,3559.552,6.138,,,,4347.138,13.709,,82.908,82.214,205.085,,10.469,,352.737,,,,0.133,,87.214,
France,1978,42844.656,1239356145664.0,2278.278,1.838,53429668.0,321.198,108.737,46.186,,0.748,16278.264,-43.266,6.467,1.988,4.737,,4.288,2.252,5265.481,,9.918,,4.569,,-0.81,66.326,529.908,0.233,0.242,,2.035,3.932,0.009,18.41,-0.799,0.001,4.914,1.611,22340.643,345.547,41.246,-0.586,9.108,0.004,1.81,0.214,3.196,0.092,3.774,0.014,1.035,11.421,610.218,-3469.348,1.835,,,2.779,3.962,120.308,,1.259,12.954,0.428,0.393,21.79,486.642,,1.845,434.455,683.547,1.241,0.864,18550.488,3.254,12.793,-10.193,-7.838,-23.547,,,1279.437,,1416.053,1531.421,,,241.675,0.128,4114.306,0.158,26.547,4.212,4.801,-14.766,,,26629.891,37333.172,,68.562,202.139,,,0.199,80.655,,,,,,5511.488,3.793,569.946,,1.418,,6588.976,,,,30.452,3.187,,,,,8.872,62.155,,,12.851,4.528,81.434,,3.577,,13.694,,3801.375,12.093,,15.379,68.36,173.625,0.849,-2.366,3.67,,9.603,,,,86.408,12.864,57.234,1624.965,,,1985.203,,6.677,,206.667,,,,,7.074,293.075,-10.433,,,,-0.671,,3265.138,35.5,,,,3886.523,69.734,,85.148,-23.407,218.779,,9.071,,350.371,,,,0.14,,87.136,
France,1979,43846.82,1279104516096.0,2342.682,1.832,53660897.0,334.406,108.55,49.003,,0.766,16404.553,-43.331,6.354,2.016,4.681,,0.631,2.353,5606.456,,9.937,,4.499,,-0.807,66.489,533.254,0.228,0.246,,2.023,0.674,0.01,3.281,-0.925,0.001,3.779,1.619,22873.896,340.975,45.025,-0.589,9.13,0.004,1.822,0.209,3.221,0.07,3.677,0.015,1.082,11.41,612.293,-3512.679,1.828,,,2.719,3.92,126.289,,1.049,13.209,0.417,0.383,3.346,489.923,,1.849,483.458,690.615,1.239,0.913,19040.414,3.271,12.87,-2.687,-5.837,-5.739,,,1237.758,,1408.642,1556.001,,,260.555,1.701,4536.431,2.089,27.655,-0.523,7.615,-10.134,,,26364.854,37960.012,,42.954,196.401,,,0.202,64.404,,,,,,5886.81,4.84,744.677,,1.484,,7058.728,,,,39.96,4.627,,,,,8.384,60.129,,,13.921,4.737,83.135,,2.164,,23.596,,3675.934,21.45,,16.099,66.419,163.491,1.07,26.768,2.827,,10.346,,,,113.387,13.426,-7.411,2122.21,,,2028.157,,10.786,,201.138,,,,,8.326,314.525,-2.839,,,,7.64,,3059.977,26.979,,,,3764.599,31.223,,88.665,-5.529,242.376,,8.586,,377.139,,,,0.209,,86.574,
France,1980,43328.781,1297124032512.0,2327.355,1.794,53941061.0,347.627,107.137,49.953,,0.773,16531.863,-40.066,5.912,1.931,4.625,,-3.945,2.36,5925.337,,9.496,,4.434,,-0.743,65.937,512.218,0.22,0.245,,1.986,-3.628,0.01,-17.772,-0.807,0.001,2.852,1.626,23386.115,318.882,47.877,-0.59,8.753,0.004,1.811,0.203,3.238,0.053,3.563,0.015,1.125,10.921,589.086,-3552.745,1.821,,,2.628,3.878,127.31,,0.901,13.22,0.395,0.364,-21.036,472.151,,1.816,533.411,670.615,1.222,0.926,19512.564,3.254,12.432,4.557,1.808,9.189,,,1288.94,,1309.014,1522.962,,,532.868,-1.331,4686.312,-1.601,27.271,-7.073,22.608,2.956,,,24370.139,36178.18,,-84.888,205.59,,,0.202,-15.327,,,,,,7150.602,7.468,1135.518,,1.471,,7121.73,,,,61.251,-0.875,,,,,8.834,56.245,,,28.622,4.696,81.804,,-4.185,,9.344,,3827.502,69.561,,16.436,69.527,166.447,14.701,5.396,-0.654,,10.816,,,,173.801,16.503,-99.628,3235.677,,,1943.269,,3.855,,210.286,,,,,105.604,384.086,4.679,,,,1.431,,3098.773,60.414,,,,3914.925,53.281,,87.423,9.148,251.72,,9.035,,382.535,,,,-0.041,,83.497,
France,1981,42453.059,1310463361024.0,2293.176,1.75,54255004.0,360.337,106.413,50.946,,0.774,16643.891,-36.808,5.214,1.776,4.567,,-10.099,2.065,6208.243,,8.488,,4.37,,-0.678,65.583,460.491,0.201,0.234,,1.961,-10.266,0.01,-48.469,-0.762,0.001,1.901,1.629,23846.605,282.906,49.777,-0.592,7.809,0.004,1.823,0.185,3.241,0.035,3.31,0.015,1.164,9.884,536.278,-3589.554,1.813,,,2.421,3.834,112.028,,0.801,12.71,0.351,0.323,-51.727,423.682,,1.603,584.357,617.985,1.209,0.939,19936.248,3.128,11.39,3.788,1.068,7.89,,,1330.665,,1181.737,1427.655,,,630.186,-4.687,4734.032,-5.729,27.503,-9.723,35.361,1.778,,,21877.236,32879.965,,-167.2,213.48,,,0.208,-34.179,,,,,,9573.1,13.033,1941.316,,1.492,,6268.697,,,,105.326,1.436,,,,,9.309,51.533,,,34.041,4.763,77.117,,-8.604,,3.997,,3952.114,133.021,,14.766,72.195,168.225,5.418,-43.921,-1.469,,11.151,,,,298.864,22.55,-127.276,5532.805,,,1776.069,,1.588,,218.244,,,,,18.93,517.108,3.838,,,,-11.482,,3114.303,125.063,,,,4040.295,71.958,,88.181,7.958,255.717,,9.517,,338.615,,,,0.067,,77.45,
France,1982,40694.355,1343411585024.0,2210.503,1.645,54582405.0,372.006,104.855,49.027,,0.761,16758.932,-37.954,4.853,1.724,4.51,,-4.11,2.108,6473.122,,8.09,,4.301,,-0.695,67.892,441.564,0.2,0.214,,1.921,-4.738,0.01,-20.073,-0.835,0.001,0.948,1.63,24288.17,264.879,50.726,-0.594,7.395,0.004,1.794,0.183,3.238,0.017,3.175,0.015,1.196,9.496,518.322,-3627.508,1.803,,,2.34,3.79,115.041,,0.403,11.669,0.329,0.3,-18.926,403.61,,1.618,633.384,601.101,1.244,0.898,20339.857,2.886,11.013,-2.151,-6.833,-4.791,,,1292.998,,1094.396,1314.922,,,566.171,-5.691,4524.555,-7.38,27.982,-7.391,1.122,-11.495,,,20147.338,31073.09,,-88.189,208.689,,,0.221,-82.673,,,,,,9621.269,13.981,1995.499,,1.527,,6401.197,,,,108.919,2.358,,,,,9.441,49.509,,,30.754,4.876,71.426,,-4.965,,-9.945,,3841.871,5.516,,15.73,70.575,156.73,-3.286,9.096,-3.605,,11.118,,,,309.059,23.643,-87.341,5689.641,,,1687.879,,-3.889,,213.565,,,,,-9.654,522.624,-2.244,,,,2.686,,2885.322,10.195,,,,3931.628,3.411,,89.757,-4.679,245.772,,9.661,,347.711,,,,0.112,,76.357,
France,1983,41395.863,1359074689024.0,2259.899,1.663,54889407.0,382.844,104.743,53.568,,0.737,16860.754,-33.165,4.704,1.646,4.45,,-3.875,1.855,6731.348,,7.733,,4.224,,-0.604,71.927,424.455,0.188,0.197,,1.908,-3.052,0.01,-12.32,-0.693,0.001,0.0,1.631,24712.625,258.226,50.726,-0.594,7.129,0.004,1.94,0.173,3.234,0.0,3.127,0.015,1.233,9.187,504.29,-3660.673,1.793,,,2.235,3.745,101.822,,0.0,10.839,0.312,0.288,-17.109,391.29,,1.395,686.953,593.586,1.31,0.976,20731.146,2.622,10.814,-1.526,-1.368,-3.347,,,1265.145,,1068.172,1323.177,,,574.853,0.809,4795.587,1.133,28.397,-2.396,18.916,-2.144,,,19566.311,30045.188,,-47.641,205.342,,,0.22,49.396,,,,,,11350.68,18.113,2628.214,,1.559,,5683.291,,,,144.261,2.053,,,,,9.086,47.266,,,31.383,4.976,72.235,,-2.823,,16.03,,3761.372,97.037,,13.729,69.443,154.585,0.628,-37.446,2.235,,11.585,,,,409.343,27.42,-26.225,7498.166,,,1640.238,,6.522,,210.318,,,,,2.043,619.661,-1.604,,,,-10.769,,2831.625,100.283,,,,3852.514,32.448,,91.143,-3.247,261.803,,9.307,,310.264,,,,0.1,,72.58,
France,1984,42638.922,1379095674880.0,2338.574,1.696,55176626.0,392.802,104.387,54.927,,0.718,16961.02,-31.323,4.495,1.51,4.388,,-2.659,1.817,6979.367,,7.488,,4.141,,-0.568,71.445,413.169,0.177,0.18,,1.892,-2.414,0.011,-9.444,-0.555,0.001,0.0,1.628,25125.793,248.02,50.726,-0.594,6.92,0.004,1.824,0.163,3.224,0.0,2.979,0.016,1.263,8.905,491.361,-3691.996,1.782,,,2.103,3.698,100.265,,0.0,9.958,0.3,0.277,-11.286,381.846,,1.31,741.879,584.52,1.295,0.995,21112.994,2.364,10.594,-5.196,-2.247,-11.097,,,1190.543,,1029.906,1252.329,,,573.763,-3.55,4868.032,-4.915,29.402,-3.582,20.107,-3.473,,,18778.145,29109.16,,-43.718,194.245,,,0.221,78.675,,,,,,13529.76,23.203,3465.855,,1.622,,5462.984,,,,191.234,4.08,,,,,8.306,44.04,,,31.469,5.179,68.685,,-2.665,,5.189,,3541.644,122.392,,12.812,65.69,151.112,0.086,-10.642,3.481,,11.417,,,,542.629,31.731,-38.266,9893.693,,,1596.521,,1.982,,199.424,,,,,0.274,742.053,-5.404,,,,-3.43,,2755.203,133.287,,,,3636.067,32.561,,94.423,-10.894,266.992,,8.528,,299.623,,,,0.203,,68.269,
France,1985,43831.035,1398409920512.0,2415.445,1.727,55467154.0,403.026,101.94,56.868,,0.7,17058.311,-30.034,4.362,1.47,4.322,,-1.659,1.754,7221.297,,7.325,,4.067,,-0.541,68.941,406.314,0.168,0.184,,1.838,-1.458,0.011,-5.566,-0.568,0.001,0.0,1.625,25532.109,241.93,50.726,-0.594,6.784,0.004,1.821,0.156,3.212,0.0,2.907,0.016,1.291,8.672,481.019,-3722.03,1.771,,,2.0,3.648,97.292,,0.0,10.224,0.291,0.269,-6.855,376.28,,1.186,798.748,574.481,1.243,1.025,21489.273,2.401,10.357,-5.563,-7.685,-11.16,,,1116.266,51.658,1012.843,1054.782,,,714.953,-10.558,5186.016,-15.372,29.786,-1.657,11.264,-11.613,,3.153,18379.193,28874.145,21.648,-5.321,183.085,,,0.218,76.872,6210.266,,931.327,,,14956.895,26.326,4040.233,,1.652,0.915,5308.935,127.319,14.997,,224.1,1.84,2.05,,,,7.58,41.932,,,39.4,5.274,58.127,,-0.333,,18.799,56.845,3322.287,82.193,,12.112,61.916,139.499,7.931,-7.057,3.287,,11.832,7.062,,,635.887,34.124,-17.063,11538.904,,,1591.199,41.443,7.041,,188.359,17.975,,0.48,,25.203,824.246,-5.745,,,,-2.355,,2531.374,93.258,344.465,65.057,,3417.99,17.186,747.164,95.703,-11.065,285.792,,7.798,,292.565,,,,0.095,,65.876,12.031
France,1986,44646.754,1431625531392.0,2472.164,1.727,55752833.0,413.135,100.855,56.833,,0.684,17138.059,-25.462,4.39,1.4,4.252,,-3.659,1.43,7466.057,,7.021,,3.99,,-0.457,67.876,391.448,0.158,0.181,,1.809,-2.736,0.011,-10.294,-0.461,0.001,0.0,1.621,25923.555,244.759,50.726,-0.593,6.564,0.004,1.865,0.148,3.199,0.0,2.855,0.016,1.318,8.323,464.031,-3747.492,1.759,,,1.899,3.598,79.748,,0.0,10.108,0.273,0.256,-14.867,365.986,,0.958,855.581,554.539,1.217,1.019,21855.258,2.285,9.946,0.909,-3.407,1.677,,,1120.715,39.434,1033.265,826.298,,,799.623,-12.374,5190.658,-21.287,29.825,2.016,10.649,-4.753,,2.85,18660.539,28189.99,23.255,-30.273,184.762,,,0.215,56.719,6510.805,,707.301,,,16456.766,29.172,4558.606,,1.663,0.785,4338.793,97.52,10.863,,254.155,0.645,1.498,,,,7.474,41.796,,,44.276,5.308,45.753,,-1.903,,1.624,51.119,3336.754,86.992,,9.718,62.483,134.747,4.877,-52.319,2.348,,11.626,5.437,,,721.169,36.86,20.422,13024.15,,,1560.926,31.147,0.568,,190.07,17.213,,0.458,,12.378,911.238,0.916,,,,-17.883,,2433.495,85.281,362.996,70.016,,3432.616,13.411,558.663,95.861,1.711,287.415,,7.688,,240.246,,,,0.034,,63.14,8.581
France,1987,45434.27,1467808743424.0,2528.032,1.722,56048365.0,423.177,97.46,54.531,,0.669,17212.764,-35.288,4.453,1.33,4.182,,-0.663,1.333,7715.628,,6.938,,3.914,,-0.63,66.604,388.852,0.154,0.179,,1.739,-3.394,0.011,-12.422,-0.661,0.001,0.0,1.615,26312.406,249.572,50.726,-0.593,6.308,0.004,1.648,0.14,3.188,0.0,2.887,0.016,1.334,8.214,460.357,-3782.779,1.746,,,1.83,3.548,74.706,,0.0,10.042,0.265,0.241,-2.596,353.564,,0.869,910.112,542.296,1.188,0.973,22208.822,2.188,9.676,12.632,-9.659,23.7,,,1257.808,35.704,1040.277,762.935,,,835.331,-3.303,5226.599,-7.218,31.234,0.679,6.116,-13.015,,2.436,18696.047,28046.771,24.253,-0.361,208.462,,,0.221,55.868,6752.859,,637.022,,,17387.496,29.803,4737.341,,1.751,0.644,4124.125,102.929,9.433,,265.52,5.28,1.524,,,,8.246,41.15,,,46.479,5.588,42.451,,-0.023,,3.401,43.463,3746.515,56.229,,9.077,70.498,121.732,2.203,-10.773,2.26,,11.504,5.769,,,753.417,38.27,7.012,13540.549,,,1560.565,27.499,1.183,,214.05,18.626,,0.463,,4.975,967.467,12.827,,,,-4.484,,2187.788,32.248,378.486,70.153,,3846.948,4.472,490.63,100.433,23.981,290.816,,8.467,,229.473,,,,0.28,,61.73,7.266
France,1988,45812.98,1532315566080.0,2561.471,1.672,56361846.0,433.861,93.401,54.778,,0.653,17289.633,-26.756,4.332,1.32,4.111,,-0.603,1.364,7959.803,,6.858,,3.841,,-0.475,66.582,386.506,0.151,0.19,,1.657,1.75,0.011,6.186,-0.517,0.001,0.0,1.61,26698.914,244.175,50.726,-0.593,6.383,0.004,1.58,0.14,3.172,0.0,2.724,0.016,1.346,8.09,455.975,-3809.535,1.732,,,1.75,3.496,76.869,,0.0,10.684,0.252,0.235,-2.346,359.75,,0.864,964.89,543.74,1.181,0.972,22568.572,2.212,9.647,8.369,-12.583,17.813,,,1357.693,33.093,1034.02,626.036,,,856.091,-7.448,5175.346,-17.546,31.462,-0.601,4.751,-15.318,,2.414,18493.883,27681.996,25.333,-12.824,226.275,,,0.221,33.439,6956.613,,587.153,,,18130.986,30.521,4888.436,,1.773,0.616,4012.768,99.89,8.44,,275.521,1.294,1.436,,,,8.834,40.368,,,47.865,5.661,35.003,,-0.822,,-1.455,42.83,4047.018,46.263,,8.759,76.522,106.414,1.386,-5.113,1.323,,11.297,5.63,,,781.795,39.576,-6.256,13982.728,,,1547.741,25.049,-0.5,,231.935,19.517,,0.452,,2.982,1013.73,8.545,,,,-2.228,,1903.255,28.378,392.087,70.27,,4148.26,3.767,444.432,101.242,17.885,289.361,,9.055,,224.36,,,,0.072,,60.424,6.389
France,1989,46168.652,1594471874560.0,2593.291,1.626,56685081.0,445.083,92.899,55.736,,0.64,17370.51,-19.995,4.454,1.391,4.045,,3.576,1.427,8212.297,,7.062,,3.776,,-0.353,60.715,400.329,0.154,0.198,,1.639,5.722,0.012,20.584,-0.404,0.001,0.0,1.605,27099.242,252.494,50.726,-0.591,6.71,0.004,1.531,0.147,3.157,0.0,2.769,0.017,1.355,8.177,463.524,-3829.53,1.719,,,1.788,3.447,80.876,,0.0,11.223,0.251,0.239,13.823,380.334,,0.91,1020.626,564.648,1.071,0.983,22948.906,2.275,9.961,-38.083,-2.681,-88.37,,,822.739,47.112,1061.674,599.53,,,827.45,-1.327,5040.913,-3.791,32.486,2.674,-0.398,-2.853,,2.974,18901.104,28255.297,25.509,39.357,137.905,,,0.227,31.819,7142.098,,831.119,,,17913.355,33.255,5361.75,,1.841,0.735,4313.281,206.898,11.637,,303.931,3.846,2.897,,,,5.318,40.939,,,46.478,5.878,33.676,,2.543,,-6.213,52.465,2455.14,-7.538,,9.342,46.637,103.561,-1.388,17.917,1.242,,10.918,11.728,,,862.409,38.8,27.654,15353.562,,,1587.099,32.41,-2.147,,143.783,11.52,,0.455,,-2.899,1006.192,-39.054,,,,7.986,,1843.7,80.614,404.85,75.072,,2559.792,10.311,571.756,104.652,-88.152,283.148,,5.544,,242.277,,,,0.218,,61.2,8.005
France,1990,46971.941,1636207689728.0,2649.823,1.619,56990239.0,456.021,91.967,59.049,8.654,0.673,17450.949,-13.966,4.105,1.371,3.983,2.24,-1.652,1.411,8446.27,0.269,6.909,4.997,3.713,99.473,-0.245,56.171,393.717,0.149,0.192,0.301,1.614,-0.153,0.012,-0.582,-0.281,0.001,4.323,1.601,27492.961,233.972,55.048,-0.589,6.663,0.004,1.551,0.143,3.136,0.076,2.531,0.017,1.365,7.939,452.449,-3843.496,1.706,4.997,25.265,1.732,3.399,80.44,493.191,1.67,10.937,0.241,0.232,-6.611,379.752,0.088,0.924,1079.675,564.508,0.986,1.036,23328.66,2.212,9.905,15.06,-12.626,21.376,-45.44,,924.896,47.34,1060.053,577.163,0.5,24.741,771.009,-1.116,5366.743,-3.314,33.515,-0.153,4.952,-13.075,0.0,3.03,18790.963,28242.217,21.206,6.127,159.281,,0.014,0.23,56.533,7300.205,0.0,830.669,54.62,0.0,18729.729,33.633,5511.124,88.621,1.91,0.728,4084.51,225.302,11.379,,314.08,3.886,3.086,13.129,0.12,-12.261,6.011,40.005,0.0,368.7,43.495,6.107,32.559,0.0,0.386,,19.606,53.167,2823.489,50.406,0.0,8.696,52.71,90.485,-2.983,-11.858,2.18,,11.425,12.84,,,891.21,39.874,-1.621,15797.976,,8.773,1593.225,31.47,6.924,958.411,165.389,12.669,0.339,0.459,0.001,-6.418,1056.598,15.501,,0.0,0.0,-4.894,,1603.979,28.801,416.04,75.493,6502.874,2931.753,3.34,552.2,108.25,21.605,302.754,0.0,6.241,6469.535,230.419,1.41,0.0,370.6,0.228,,60.126,7.564
France,1991,50033.805,1654070181888.0,2834.176,1.713,57271563.0,466.407,91.649,66.698,8.8,0.703,17536.938,-11.034,4.286,1.445,3.926,2.263,6.132,1.501,8691.754,0.476,7.296,4.88,3.646,86.132,-0.193,61.582,417.859,0.147,0.181,0.305,1.6,7.129,0.012,27.074,-0.222,0.001,4.422,1.598,27910.818,245.485,59.47,-0.586,7.103,0.004,1.724,0.144,3.115,0.077,2.53,0.017,1.381,8.43,482.786,-3854.53,1.697,9.876,20.613,1.802,3.354,85.989,503.991,1.614,10.386,0.253,0.246,24.142,406.825,0.085,0.998,1146.373,611.886,1.075,1.165,23735.484,2.043,10.684,7.037,-4.525,11.047,-52.89,0.0,983.386,60.57,1141.038,649.96,0.52,27.762,737.372,4.258,5855.15,13.077,36.842,7.64,5.728,-4.094,0.0,3.05,20143.594,30310.658,21.376,123.729,170.329,,0.026,0.237,184.353,7863.247,0.0,1057.594,58.43,0.0,19723.15,33.173,5785.424,86.55,2.11,0.677,4311.916,312.721,13.45,,331.34,9.88,3.977,12.975,0.115,-13.307,6.01,40.26,0.0,389.77,41.769,6.71,36.817,0.0,7.766,,28.913,53.255,3006.935,60.624,0.0,8.618,56.32,86.391,-1.726,13.83,6.957,0.001,11.702,17.91,,,940.182,39.42,80.986,16597.732,,9.08,1716.954,39.61,9.55,1020.228,177.04,12.506,0.353,0.469,0.001,-3.969,1117.222,6.936,,0.0,0.0,6.002,80.316,1525.126,48.973,450.34,73.576,6939.751,3125.418,5.495,691.618,118.457,11.651,331.666,0.0,6.247,6805.652,244.249,1.59,0.0,397.45,0.603,,60.58,8.796
France,1992,50259.188,1681416912896.0,2857.941,1.7,57554865.0,475.75,90.78,67.708,9.475,0.735,17614.83,-4.628,4.232,1.449,3.87,2.037,-2.523,1.353,8935.302,0.623,7.077,4.405,3.572,138.001,-0.08,61.167,407.316,0.143,0.162,0.324,1.577,-1.017,0.012,-4.137,-0.088,0.001,4.42,1.595,28318.135,243.548,63.89,-0.582,6.997,0.004,1.726,0.141,3.1,0.077,2.645,0.017,1.397,8.249,474.795,-3859.157,1.688,14.281,33.881,1.808,3.314,77.892,545.317,1.828,9.343,0.242,0.239,-10.543,402.688,0.077,0.926,1214.081,582.763,1.063,1.176,24138.172,1.765,10.125,19.194,-7.864,33.574,-53.8,0.004,1172.448,50.47,1139.611,633.154,0.52,28.147,750.303,-0.813,5820.725,-2.209,37.182,-0.125,4.748,-6.794,0.0,3.18,20040.969,29663.836,21.888,-30.148,203.902,1.274,0.025,0.238,23.765,7967.014,0.0,876.903,69.62,0.0,20595.357,33.603,5880.481,88.993,2.14,0.694,3802.141,226.914,11.007,,338.45,1.522,2.848,15.183,0.113,-13.292,7.135,39.875,0.0,408.07,42.665,6.812,36.004,0.004,-1.756,,-0.676,55.252,3585.783,53.913,0.077,7.565,67.48,79.597,0.897,-28.044,0.839,0.0,11.581,13.06,0.072,,960.343,40.978,-1.428,16888.4,0.003,9.035,1686.806,34.23,-0.204,1209.63,210.793,14.716,0.353,0.467,0.001,2.147,1171.135,19.711,,0.0,0.0,-11.482,0.0,1399.784,20.161,458.54,73.81,7032.253,3706.958,2.144,594.737,119.797,33.753,330.99,0.0,7.376,7090.111,216.205,1.62,0.0,404.74,0.102,,59.022,7.465
