country,year,primary_energy_consumption,population,energy_per_capita,gdp,energy_per_gdp,coal_co2,share_global_other_co2,temperature_change_from_n2o,cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cement_co2,share_global_cumulative_flaring_co2,consumption_co2,land_use_change_co2,gas_co2,nitrous_oxide,gas_co2_per_capita,share_global_flaring_co2,share_global_luc_co2,co2_including_luc_per_gdp,other_co2_per_capita,share_global_coal_co2,cement_co2,methane_per_capita,co2,co2_including_luc_growth_prct,methane,cumulative_gas_co2,share_of_temperature_change_from_ghg,trade_co2,share_global_co2,temperature_change_from_ghg,other_industry_co2,share_global_cumulative_luc_co2,co2_including_luc,consumption_co2_per_gdp,coal_co2_per_capita,trade_co2_share,cement_co2_per_capita,share_global_cumulative_coal_co2,share_global_co2_including_luc,share_global_cumulative_co2_including_luc,temperature_change_from_co2,co2_growth_abs,cumulative_coal_co2,co2_per_gdp,ghg_per_capita,co2_including_luc_per_capita,co2_per_capita,total_ghg,consumption_co2_per_capita,land_use_change_co2_per_capita,oil_co2,flaring_co2,nitrous_oxide_per_capita,share_global_cumulative_other_co2,ghg_excluding_lucf_per_capita,cumulative_co2_including_luc,share_global_oil_co2,flaring_co2_per_capita,total_ghg_excluding_lucf,co2_growth_prct,co2_including_luc_per_unit_energy,co2_per_unit_energy,cumulative_flaring_co2,co2_including_luc_growth_abs,share_global_gas_co2,share_global_cumulative_co2,cumulative_cement_co2,cumulative_oil_co2,share_global_cumulative_gas_co2,temperature_change_from_ch4,cumulative_other_co2,cumulative_co2,share_global_cumulative_cement_co2,oil_co2_per_capita,hydro_elec_per_capita,other_renewable_electricity,biofuel_elec_per_capita,low_carbon_cons_change_twh,per_capita_electricity,low_carbon_cons_change_pct,oil_share_energy,oil_energy_per_capita,hydro_consumption,low_carbon_electricity,gas_production,electricity_generation,solar_cons_change_pct,gas_cons_change_pct,other_renewables_cons_change_twh,wind_share_energy,energy_cons_change_pct,fossil_cons_change_twh,biofuel_cons_change_twh,gas_share_elec,carbon_intensity_elec,gas_consumption,coal_prod_per_capita,biofuel_share_energy,solar_share_elec,gas_prod_per_capita,gas_energy_per_capita,low_carbon_share_energy,fossil_electricity,solar_elec_per_capita,biofuel_cons_change_pct,electricity_demand,renewables_cons_change_twh,oil_prod_per_capita,wind_electricity,wind_energy_per_capita,renewables_energy_per_capita,renewables_cons_change_pct,renewables_consumption,gas_cons_change_twh,wind_cons_change_twh,other_renewables_share_energy,oil_cons_change_pct,nuclear_share_elec,nuclear_cons_change_twh,electricity_demand_per_capita,gas_electricity,renewables_elec_per_capita,oil_consumption,oil_prod_change_pct,other_renewables_share_elec,hydro_electricity,other_renewables_cons_change_pct,other_renewables_elec_per_capita,solar_energy_per_capita,renewables_electricity,gas_share_energy,other_renewables_share_elec_exc_biofuel,biofuel_electricity,coal_cons_change_pct,coal_prod_change_pct,other_renewables_energy_per_capita,wind_cons_change_pct,coal_consumption,wind_consumption,biofuel_consumption,oil_production,other_renewables_elec_per_capita_exc_biofuel,solar_electricity,nuclear_electricity,coal_share_energy,net_elec_imports_share_demand,low_carbon_energy_per_capita,hydro_cons_change_pct,solar_consumption,fossil_elec_per_capita,fossil_energy_per_capita,wind_elec_per_capita,coal_prod_change_twh,electricity_share_energy,gas_elec_per_capita,other_renewable_consumption,nuclear_cons_change_pct,solar_cons_change_twh,oil_share_elec,fossil_share_energy,fossil_share_elec,coal_elec_per_capita,biofuel_share_elec,greenhouse_gas_emissions,low_carbon_elec_per_capita,nuclear_consumption,net_elec_imports,nuclear_share_energy,low_carbon_share_elec,coal_production,oil_prod_change_twh,oil_cons_change_twh,renewables_share_elec,coal_electricity,fossil_fuel_consumption,biofuel_cons_per_capita,renewables_share_energy,hydro_share_elec,wind_share_elec,nuclear_elec_per_capita,coal_cons_change_twh,oil_elec_per_capita,hydro_energy_per_capita,hydro_share_energy,oil_electricity,gas_prod_change_twh,hydro_cons_change_twh,nuclear_energy_per_capita,low_carbon_consumption,solar_share_energy,fossil_cons_change_pct,gas_prod_change_pct,coal_cons_per_capita,other_renewable_exc_biofuel_electricity,energy_cons_change_twh,coal_share_elec
Australia,1959,,10060034.0,,139341676544.0,,56.689,,0.001,6783.806,0.653,0.891,,,205.746,,53.001,,,2.657,2.073,,1.144,1.294,11.332,83.072,5.345,113.998,,1.801,,0.938,0.009,,1.398,288.818,,5.635,,0.129,0.774,1.74,1.149,0.004,5.135,1837.828,0.596,36.979,28.709,8.258,372.01,,20.452,25.089,,5.268,,11.024,8953.528,0.866,,110.903,6.589,,,,14.655,,0.726,16.176,316.513,,0.004,,2170.518,0.868,2.494,,,,,,,,,,,0.0,,,,,,,,,,,,16318.114,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.956,,,,,,0.0,,,,,,,,,,,,1.554,,,,,,,,,,,,,,,,,164.16,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,
Australia,1960,,10280815.0,,145192517632.0,,58.928,,0.001,6958.45,0.666,0.877,,,174.644,,54.163,,,2.604,1.805,,1.143,1.381,11.453,87.444,-9.255,117.743,,1.804,,0.932,0.009,,1.415,262.089,,5.732,,0.134,0.782,1.629,1.158,0.004,4.372,1896.756,0.602,35.097,25.493,8.506,360.821,,16.987,27.135,,5.268,,11.321,9215.617,0.869,,116.384,5.263,,,,-26.729,,0.733,17.557,343.648,,0.004,,2257.962,0.869,2.639,,,,,,,,,,,0.0,,,,,,,,,,,,17789.652,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,11.41,,,,,,0.0,,,,,,,,,,,,18.731,,,,,,,,,,,,,,,,,182.891,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,
Australia,1961,,10500443.0,,146189434880.0,,56.48,,0.001,7180.726,0.679,0.861,,,222.277,0.0,53.847,0.0,,3.259,2.116,,1.143,1.414,11.369,87.01,18.008,119.375,0.0,1.807,,0.924,0.009,,1.44,309.286,,5.379,,0.135,0.789,1.905,1.173,0.004,-0.435,1953.237,0.595,36.324,29.455,8.286,381.414,,21.168,29.115,,5.128,,11.117,9524.904,0.88,,116.731,-0.497,,,,47.198,0.0,0.738,18.971,372.764,0.0,0.004,,2344.971,0.868,2.773,,,,,,,,,,,0.0,,,,,,,,,,,,18540.016,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.444,,,,,,0.0,,,,,,,,,,,,11.786,,,,,,,,,,,,,,,,,194.677,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,
Australia,1962,,10707235.0,,155328790528.0,,57.571,,0.001,7324.103,0.692,0.822,,,143.377,0.004,55.346,0.0,,2.265,1.508,,1.168,1.45,11.475,90.909,-24.25,122.868,0.004,1.807,,0.933,0.01,,1.45,234.286,,5.377,,0.135,0.796,1.457,1.179,0.004,3.899,2010.807,0.585,33.223,21.881,8.49,355.727,,13.391,31.884,,5.169,,11.358,9759.189,0.896,,121.608,4.481,,,,-75.001,0.0,0.744,20.421,404.648,0.0,0.004,,2435.88,0.865,2.978,,,,,,,,,,,0.023,,,,,,,,,,,,18592.77,,,2.148,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.26,,,,,,0.0,,,,,,,,,,,,4.399,,,,,,,,,,,,,,,,,199.076,0.0,,,,,,,,,,,,,,,0.023,,,,,,,,,,
Australia,1963,,10913271.0,,164835213312.0,,58.789,,0.001,7516.461,0.707,0.829,,,192.358,0.007,56.24,0.001,,3.122,1.749,,1.151,1.541,11.475,95.996,23.078,125.231,0.011,1.81,,0.935,0.01,,1.47,288.353,,5.387,,0.141,0.803,1.755,1.19,0.005,5.087,2069.597,0.582,36.029,26.422,8.796,393.193,,17.626,35.658,,5.153,,11.725,10047.542,0.937,,127.963,5.596,,,,54.068,0.001,0.75,21.962,440.306,0.0,0.004,,2531.876,0.862,3.267,,,,,,,,,,,0.034,,,,,,,,,,,,18767.357,,,3.161,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.881,,,,,,0.0,,,,,,,,,,,,5.736,,,,,,,,,,,,,,,,,204.812,0.0,,,,,,,,,,,,,,,0.011,,,,,,50.0,,,,
Australia,1964,,11128257.0,,176116154368.0,,61.802,,0.001,7739.16,0.724,0.869,,,222.699,0.007,57.674,0.001,,3.801,1.852,,1.186,1.792,11.582,103.545,13.14,128.884,0.018,1.815,,0.957,0.01,,1.497,326.243,,5.554,,0.161,0.811,1.956,1.205,0.005,7.549,2131.399,0.588,37.803,29.317,9.305,420.682,,20.012,39.944,,5.183,,12.319,10373.785,0.973,,137.094,7.864,,,,37.89,0.001,0.756,23.754,480.249,0.0,0.004,,2635.42,0.863,3.589,,,,,,,,,,,0.034,,,,,,,,,,,,19954.971,,,3.1,,,,,,,,198.567,,,,,,,,,,,,,,,,,,,,,,,,,,,8.423,,,,,,2.21,,,,,,,,,,,,17.251,,,,,,,,,,,,,,,,,222.063,2.21,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,
Australia,1965,425.76,11357478.0,37480.715,185112117248.0,2.3,63.812,,0.001,8004.613,0.746,0.868,,,265.453,0.007,58.346,0.001,,4.719,2.048,,1.207,1.879,11.591,113.605,16.189,131.648,0.026,1.82,,1.004,0.01,,1.531,379.058,,5.618,,0.165,0.819,2.238,1.225,0.005,10.06,2195.211,0.614,39.789,33.375,10.003,451.904,,23.373,47.907,,5.137,,13.123,10752.844,1.086,,149.049,9.716,0.89,0.267,,52.815,0.001,0.764,25.633,528.156,0.0,0.004,,2749.025,0.863,4.218,677.068,0.296,,,,,47.134,17611.326,21.36,7.986,0.046,,,,,0.0,,,,,,0.029,22129.586,0.0,,4.05,2.595,5.252,,0.0,,,,354.515,0.0,0.0,1962.19,,22.285,,,0.218,,,,,,703.131,200.019,82.214,,7.69,,26.062,0.0,7.986,0.007,,,,13.182,81.444,,202.028,0.0,0.0,4.026,,0.0,0.0,47.607,,1962.19,,0.0,,35402.082,0.0,29.272,,,0.925,,,,94.748,,,,,703.131,0.0,,0.0,,251.335,1.817,,,,402.077,0.0,5.252,,,0.0,,,1880.745,5.034,,0.011,,0.0,22.285,0.0,,33.333,17788.162,,,
Australia,1966,446.102,11592486.0,38481.324,190257577984.0,2.345,66.917,,0.001,8217.228,0.762,0.78,,,212.615,0.007,57.015,0.001,,4.071,1.726,,1.251,1.817,11.037,115.736,-13.377,127.951,0.033,1.821,,0.976,0.011,,1.557,328.351,,5.772,,0.157,0.827,1.922,1.238,0.005,2.131,2262.128,0.608,36.994,28.324,9.984,428.85,,18.341,46.994,,4.918,,13.109,11081.195,0.987,,151.967,1.876,0.736,0.259,,-50.707,0.001,0.771,27.45,575.151,0.0,0.005,,2864.761,0.857,4.054,633.606,0.284,,-0.995,,-4.467,48.126,18464.402,20.403,7.629,0.046,,,33.333,-0.037,0.0,4.778,21.399,0.0,,,0.039,22833.082,0.0,,3.968,3.39,4.787,,0.0,,,-0.995,446.564,0.0,0.0,1836.575,-4.467,21.29,0.01,0.0,0.2,7.013,,0.0,,,658.105,214.048,28.571,,7.345,-4.054,24.499,0.0,7.629,0.009,,,3.644,5.314,76.558,,209.389,0.0,0.0,5.177,,0.0,0.0,47.078,,1836.575,-4.483,0.0,,36530.324,0.0,13.356,,,0.888,,0.0,,95.213,,,,,658.105,0.0,,0.0,,264.691,1.15,14.028,,,423.476,0.0,4.787,,,0.0,7.361,,1760.017,4.587,,0.0,-0.958,0.0,21.29,0.0,5.322,0.0,18062.531,,20.342,
Australia,1967,473.093,11810519.0,40061.688,203110694912.0,2.329,68.541,,0.001,8629.417,0.778,0.788,,,412.189,0.007,58.196,0.001,,7.632,2.631,,1.303,1.89,11.181,122.281,62.774,132.052,0.04,1.831,,0.999,0.011,,1.618,534.47,,5.803,,0.16,0.836,3.03,1.273,0.005,6.544,2330.67,0.602,46.764,45.254,10.354,552.306,,34.9,51.842,,4.927,,13.588,11615.665,1.022,,160.481,5.655,1.13,0.258,,206.119,0.001,0.778,29.34,626.992,0.0,0.005,,2987.042,0.852,4.389,643.987,0.29,,0.743,,3.496,49.689,19845.754,21.127,7.896,0.046,,,0.0,0.019,0.0,6.051,26.201,0.0,,,0.039,23492.406,0.0,,3.895,3.328,4.671,,0.0,,,0.743,1022.747,0.0,0.0,1865.584,3.496,22.033,0.0,0.0,0.192,9.503,,0.0,,,668.541,234.388,133.333,,7.606,2.113,24.554,0.0,7.896,0.008,,,2.799,4.823,76.733,,215.25,0.0,0.0,12.079,,0.0,0.0,45.632,,1865.584,3.55,0.0,,38074.426,0.0,12.765,,,0.906,,0.0,,95.329,,,,,668.541,0.0,,0.0,,277.456,6.902,20.34,,,449.677,0.0,4.671,,,0.0,5.861,,1788.851,4.479,,0.0,0.724,0.0,22.033,0.0,6.187,0.0,18225.346,,26.991,
Australia,1968,501.694,12030011.0,41713.023,215046504448.0,2.333,70.856,,0.001,8833.839,0.793,0.76,,,204.421,0.011,60.061,0.001,,3.834,1.549,,1.332,1.941,11.27,128.768,-37.66,135.577,0.051,1.831,,0.998,0.011,,1.64,333.19,,5.89,,0.161,0.845,1.827,1.284,0.005,6.487,2401.526,0.599,36.906,27.697,10.704,443.974,,16.993,55.96,,4.993,,13.983,11948.855,1.012,,168.217,5.305,0.664,0.257,,-201.281,0.001,0.785,31.28,682.953,0.0,0.005,,3115.81,0.846,4.652,660.892,0.282,,0.933,,4.264,51.031,21220.768,22.085,8.233,0.069,,,675.0,-0.025,0.0,6.045,27.607,0.0,,,0.305,25713.791,0.0,,5.735,25.318,4.591,,0.0,,,0.933,1869.842,0.0,0.0,1909.065,4.264,22.966,0.265,0.0,0.176,8.916,,0.0,,,684.333,255.285,86.223,,7.951,-2.759,23.441,0.0,8.233,0.061,,,2.994,11.49,73.255,,221.694,0.0,0.0,22.494,,0.0,0.0,44.317,,1909.065,4.532,0.0,,39674.613,0.0,31.879,,,0.881,,0.0,,95.409,,,,,684.333,0.0,,0.0,,309.336,10.415,20.897,,,477.284,0.0,4.591,,,0.0,6.444,,1835.81,4.415,,0.023,0.958,0.0,22.966,0.0,6.139,50.0,18428.527,,28.601,
Australia,1969,522.428,12272387.0,42583.41,228127293440.0,2.29,72.267,,0.001,8950.849,0.808,0.787,,,117.01,0.487,61.745,0.04,,2.005,1.111,,1.31,2.13,11.49,136.414,-23.94,141.007,0.539,1.828,,0.991,0.012,,1.644,253.423,,5.889,,0.174,0.854,1.293,1.284,0.005,7.645,2473.793,0.598,34.183,20.65,11.115,419.513,,9.534,61.53,,5.031,,14.439,12202.278,1.029,,177.195,5.937,0.485,0.261,,-79.766,0.029,0.792,33.41,744.482,0.002,0.005,,3252.224,0.842,5.014,707.618,0.281,,2.035,,8.899,50.388,21385.35,24.123,8.965,3.047,,,1254.839,-0.003,0.0,4.133,18.568,0.0,,,4.127,27726.252,0.0,,248.314,336.244,4.8,,0.0,,,2.035,2109.122,0.0,0.0,2037.158,8.899,25.001,3.822,0.0,0.169,2.806,,0.0,,,730.515,262.448,15.069,,8.684,-0.355,22.897,0.0,8.965,0.792,,,3.421,9.999,71.553,,229.278,0.0,0.0,25.884,,0.0,0.0,44.02,,2037.158,9.227,0.0,,40404.086,0.0,30.93,,,0.878,,0.0,,95.2,,,,,730.515,0.0,,0.0,,340.266,3.39,7.163,,,495.852,0.0,4.8,,,0.0,7.583,,1965.605,4.631,,2.978,2.038,0.0,25.001,0.0,3.89,4316.667,18682.492,,20.735,
Australia,1970,570.102,12599414.0,45263.98,242644631552.0,2.35,74.674,,0.001,9012.159,0.822,0.773,,,61.311,2.755,59.661,0.219,,1.077,0.862,,1.31,2.228,11.025,147.861,-17.461,138.907,3.294,1.819,,0.992,0.012,,1.638,209.172,,5.927,,0.177,0.863,1.016,1.278,0.005,11.447,2548.467,0.609,31.158,16.602,11.736,392.569,,4.866,68.204,,4.735,,14.865,12411.45,1.003,,187.291,8.392,0.367,0.259,,-44.251,0.154,0.799,35.638,812.686,0.014,0.005,,3400.085,0.837,5.413,807.238,0.261,,4.067,,16.359,51.067,23032.549,28.252,10.432,17.304,,,319.338,-0.062,0.0,9.125,43.341,0.0,,,17.304,28591.688,0.0,,1373.401,1373.401,5.115,,0.0,,,4.067,8034.898,0.0,0.0,2307.064,16.359,29.068,13.177,0.0,0.144,10.572,,0.0,,,827.954,290.195,291.111,,10.171,-7.117,20.715,0.0,10.432,3.045,,,1.054,5.869,64.735,,231.694,0.0,0.0,101.235,,0.0,0.0,40.773,,2307.064,17.118,0.0,,42795.332,0.0,19.971,,,0.816,,0.0,,94.885,,,,,827.954,0.0,,0.0,,360.237,75.351,27.747,,,539.194,0.0,5.115,,,0.0,2.417,,2242.329,4.972,,14.257,4.129,0.0,29.068,0.0,8.741,467.828,18389.381,,47.673,
Australia,1971,598.808,12997962.0,46083.969,253439754240.0,2.363,72.748,,0.001,9072.5,0.834,0.763,,,60.34,4.1,55.752,0.315,,1.179,0.834,,1.276,2.314,10.469,151.116,1.092,136.082,7.394,1.81,,0.975,0.012,,1.634,211.456,,5.597,,0.178,0.871,1.025,1.273,0.005,3.255,2621.216,0.596,30.36,16.268,11.626,394.612,,4.642,71.954,,4.289,,14.629,12622.906,0.999,,190.147,2.201,0.353,0.252,,2.284,0.212,0.805,37.952,884.64,0.029,0.005,,3551.201,0.832,5.536,885.33,0.263,,3.719,,12.834,51.203,23507.207,31.965,11.77,25.827,,,49.253,0.006,0.0,5.035,24.747,0.0,,,25.827,26031.688,0.0,,1986.987,1986.987,5.494,,0.0,,,3.719,13649.914,0.0,0.0,2522.482,12.834,32.787,8.523,0.0,0.138,5.289,,0.0,,,905.564,305.545,75.257,,11.507,0.766,20.234,0.0,11.77,4.328,,,0.378,-6.074,63.231,,232.569,0.0,0.0,177.42,,0.0,0.0,38.974,,2522.482,13.143,0.0,,43387.027,0.0,-21.879,,,0.822,,0.0,,94.506,,,,,905.564,0.0,,0.0,,338.358,76.186,15.349,,,563.941,0.0,5.494,,,0.0,0.875,,2459.25,5.357,,8.523,3.713,0.0,32.787,0.0,4.59,49.253,17892.834,,28.706,
Australia,1972,626.095,13304896.0,47073.68,260535648256.0,2.403,74.0,,0.001,9068.99,0.84,0.758,,,-3.508,5.844,69.931,0.439,,-0.065,0.576,,1.3,2.436,11.824,153.598,-29.021,157.311,13.238,1.805,,0.947,0.012,,1.617,150.09,,5.562,,0.183,0.879,0.694,1.261,0.005,2.482,2695.215,0.59,30.029,11.281,11.544,399.538,,-0.264,71.318,,5.256,,14.807,12772.996,0.918,,197.007,1.643,0.24,0.245,,-61.366,0.285,0.81,40.388,955.957,0.047,0.005,,3704.799,0.827,5.36,868.354,0.28,,0.181,,0.534,49.845,23377.441,32.093,11.833,37.074,,,43.55,0.053,0.0,4.557,27.097,0.0,,,37.074,30831.641,0.0,,2786.522,2786.522,5.283,,0.0,,,0.181,14230.636,0.0,0.0,2477.859,0.534,32.968,11.248,0.0,0.14,1.796,,0.0,,,889.399,311.033,6.716,,11.553,6.464,21.045,0.0,11.833,5.941,,,4.455,21.236,65.765,,242.931,0.0,0.0,189.336,,0.0,0.0,38.931,,2477.859,0.399,0.0,,44422.762,0.0,71.853,,,0.875,,0.0,,94.717,,,,,889.399,0.0,,0.0,,410.21,11.916,5.489,,,591.038,0.0,5.283,,,0.0,10.361,,2412.093,5.143,,11.248,0.127,0.0,32.968,0.0,4.805,43.55,18258.797,,27.287,
Australia,1973,669.356,13518687.0,49533.055,274659475456.0,2.437,79.03,,0.001,9061.833,0.85,0.762,,,-7.159,6.485,55.124,0.48,,-0.137,0.593,,1.348,2.591,10.444,170.144,8.592,141.193,19.723,1.794,,0.996,0.012,,1.601,162.985,,5.846,,0.192,0.888,0.73,1.249,0.006,16.546,2774.246,0.619,29.643,12.056,12.586,400.732,,-0.53,82.037,,4.078,,15.901,12935.981,0.998,,214.964,10.772,0.243,0.254,,12.895,0.294,0.817,42.979,1037.994,0.066,0.005,,3874.943,0.823,6.068,908.807,0.338,,2.216,,6.681,49.749,24550.766,34.127,12.624,47.069,,,26.958,0.181,0.0,6.91,40.91,0.0,,,47.069,30966.385,0.0,,3481.77,3481.77,5.274,,0.0,,,2.216,17545.199,0.0,0.0,2602.598,6.681,35.184,9.995,0.0,0.158,6.707,,0.0,,,933.81,331.893,25.273,,12.286,20.714,25.003,0.0,12.624,7.055,,,4.139,2.051,78.133,,252.986,0.0,0.0,237.187,,0.0,0.0,37.921,,2602.598,6.34,0.0,,46746.41,0.0,8.413,,,1.056,,0.0,,94.726,,,,,933.81,0.0,,0.0,,418.623,47.851,20.86,,,631.948,0.0,5.274,,,0.0,10.056,,2524.465,5.116,,9.995,2.035,0.0,35.184,0.0,6.922,26.958,18713.871,,43.261,
Australia,1974,711.901,13719499.0,51912.836,281474170880.0,2.529,79.196,,0.001,9027.886,0.856,0.754,,,-33.947,7.709,60.584,0.562,,-0.661,0.47,,1.351,2.568,10.777,166.183,-18.866,147.858,27.432,1.784,,0.977,0.013,,1.581,132.236,,5.772,,0.187,0.896,0.597,1.235,0.006,-3.961,2853.442,0.59,28.809,9.639,12.113,395.247,,-2.474,76.71,,4.416,,15.347,13068.218,0.946,,210.548,-2.328,0.186,0.233,,-30.749,0.341,0.823,45.548,1114.704,0.085,0.006,,4041.126,0.819,5.591,1011.259,0.429,,4.696,,13.301,49.583,25637.699,38.539,14.303,53.702,,,14.093,0.284,0.0,6.356,37.559,0.0,,,53.702,32149.807,0.0,,3914.296,3914.296,5.622,,0.0,,,4.696,17105.436,0.0,0.0,2906.77,13.301,39.879,6.633,0.0,0.189,5.978,,0.0,,,1042.529,351.735,-1.058,,13.874,26.923,31.269,0.0,14.303,7.57,,,4.381,5.364,97.717,,264.069,0.0,0.0,234.677,,0.0,0.0,37.225,,2906.77,12.926,0.0,,48799.809,0.0,22.454,,,1.341,,0.0,,94.378,,,,,1042.529,0.0,,0.0,,441.078,-2.51,19.842,,,669.507,0.0,5.622,,,0.0,11.083,,2809.053,5.433,,6.633,4.411,0.0,39.879,0.0,5.943,14.093,19247.812,,42.545,
Australia,1975,723.9,13893985.0,52128.41,289102987264.0,2.504,84.33,,0.002,9070.414,0.863,0.727,,,42.528,8.369,67.879,0.602,,0.841,0.746,,1.397,2.473,11.117,173.102,63.064,154.46,35.801,1.779,,1.015,0.013,,1.574,215.63,,6.07,,0.178,0.906,0.975,1.23,0.006,6.919,2937.772,0.599,32.484,15.52,12.459,451.337,,3.061,77.93,,4.885,,15.389,13283.847,0.97,,213.809,4.163,0.298,0.239,,83.393,0.371,0.829,48.021,1192.633,0.103,0.006,,4214.227,0.814,5.609,1071.532,0.489,,3.004,,7.508,48.267,25054.41,41.355,15.377,57.67,,,7.389,0.188,0.0,1.686,8.81,0.0,,,57.67,33254.797,0.0,,4150.728,4150.728,5.946,,0.0,,,3.004,18098.682,0.0,0.0,3086.463,7.508,42.883,3.968,0.0,0.212,-1.032,,0.0,,,1106.727,348.104,7.152,,14.888,13.986,35.195,0.0,15.377,7.996,,,3.208,4.753,109.985,,272.542,0.0,0.0,251.462,,0.0,0.0,37.79,,3086.463,7.308,0.0,,48821.0,0.0,20.962,,,1.528,,0.0,,94.054,,,,,1106.727,0.0,,0.0,,462.04,16.785,-3.631,,,678.316,0.0,5.946,,,0.0,8.472,,2976.478,5.734,,3.968,2.816,0.0,42.883,0.0,1.316,7.389,19615.863,,11.999,
Australia,1976,749.088,14046757.0,53361.164,300755714048.0,2.491,84.598,,0.002,9101.209,0.863,0.7,,,30.795,9.259,80.142,0.659,,0.606,0.667,,1.351,2.494,11.958,169.803,-6.971,167.974,45.06,1.777,,0.944,0.013,,1.566,200.598,,6.023,,0.178,0.914,0.869,1.223,0.006,-3.298,3022.37,0.565,33.603,14.281,12.088,472.007,,2.192,73.452,,5.705,,14.976,13484.444,0.86,,210.37,-1.906,0.268,0.227,,-15.032,0.388,0.833,50.514,1266.086,0.122,0.006,,4384.03,0.807,5.229,1007.628,0.484,,-2.054,,-4.806,47.664,25331.312,39.316,14.638,68.077,,,18.046,-0.016,0.0,3.479,27.374,0.0,,,68.077,36633.395,0.0,,4846.49,4846.49,5.469,,0.0,,,-2.054,18331.631,0.0,0.0,2906.644,-4.806,40.829,10.407,0.0,0.203,2.217,,0.0,,,1042.085,355.821,2.401,,14.154,-1.022,34.456,0.0,14.638,9.119,,,3.394,11.371,107.676,,281.792,0.0,0.0,257.499,,0.0,0.0,37.747,,2906.644,-4.93,0.0,,50238.852,0.0,52.538,,,1.513,,0.0,,94.531,,,,,1042.085,0.0,,0.0,,514.578,6.037,7.717,,,705.69,0.0,5.469,,,0.0,9.25,,2798.968,5.267,,10.407,-2.039,0.0,40.829,0.0,4.036,18.046,20061.051,,25.188,
Australia,1977,785.969,14203512.0,55375.77,303887974400.0,2.586,90.491,,0.002,9254.449,0.864,0.664,,,153.24,11.051,77.189,0.778,,2.779,1.103,,1.411,2.474,11.533,181.915,67.078,163.804,56.111,1.776,,0.983,0.014,,1.577,335.155,,6.371,,0.174,0.923,1.396,1.226,0.006,12.112,3112.861,0.599,37.477,23.597,12.808,532.306,,10.789,77.898,,5.434,,15.824,13819.6,0.881,,224.752,7.133,0.426,0.231,,134.557,0.453,0.838,52.989,1343.984,0.142,0.006,,4565.945,0.799,5.484,953.566,0.429,,-1.866,,-4.542,47.555,26233.08,37.622,13.973,77.768,,,14.236,-0.172,0.0,4.923,38.859,0.0,,,77.768,38447.434,0.0,,5475.312,5475.312,4.973,,0.0,,,-1.866,19180.518,0.0,0.0,2743.182,-4.542,38.963,9.691,0.0,0.171,4.716,,0.0,,,983.77,372.601,5.798,,13.544,-11.364,30.204,0.0,13.973,9.926,,,4.396,6.123,94.387,,294.181,0.0,0.0,272.43,,0.0,0.0,37.546,,2743.182,-4.309,0.0,,52420.27,0.0,31.508,,,1.341,,0.0,,95.027,,,,,983.77,0.0,,0.0,,546.087,14.931,16.779,,,744.55,0.0,4.973,,,0.0,12.389,,2648.795,4.802,,9.691,-1.694,0.0,38.963,0.0,5.507,14.236,20711.879,,36.88,
Australia,1978,811.221,14367097.0,56508.172,312728256512.0,2.594,93.311,,0.002,9371.951,0.865,0.618,,,117.502,13.802,62.451,0.961,,2.171,0.987,,1.431,2.459,10.007,191.052,-7.937,143.772,69.913,1.768,,1.002,0.014,,1.583,308.554,,6.495,,0.171,0.933,1.26,1.227,0.006,9.137,3206.172,0.611,34.113,21.476,13.298,490.103,,8.179,81.48,,4.347,,16.275,14128.153,0.89,,233.83,5.023,0.38,0.236,,-26.601,0.541,0.844,55.447,1425.464,0.167,0.006,,4756.997,0.789,5.671,1021.459,0.405,,3.068,,7.925,47.114,26515.297,40.765,15.08,83.725,,,7.66,-0.075,0.0,3.213,21.983,0.0,,,83.725,38221.543,0.0,,5827.596,5827.596,5.198,,0.0,,,3.068,18772.787,0.0,0.0,2925.477,7.925,42.03,5.957,0.0,0.157,2.24,,0.0,,,1049.648,380.947,-0.999,,14.675,-5.594,28.189,0.0,15.08,10.355,,,2.611,0.557,88.092,,301.861,0.0,0.0,269.71,,0.0,0.0,37.333,,2925.477,8.354,0.0,,53353.543,0.0,3.044,,,1.266,,0.0,,94.802,,,,,1049.648,0.0,,0.0,,549.131,-2.72,8.346,,,766.533,0.0,5.198,,,0.0,7.681,,2837.385,5.042,,5.957,3.143,0.0,42.03,0.0,2.953,7.66,21010.65,,25.252,
