country,year,primary_energy_consumption,population,energy_per_capita,gdp,energy_per_gdp,coal_co2,share_global_other_co2,temperature_change_from_n2o,cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cement_co2,share_global_cumulative_flaring_co2,consumption_co2,land_use_change_co2,gas_co2,nitrous_oxide,gas_co2_per_capita,share_global_flaring_co2,share_global_luc_co2,co2_including_luc_per_gdp,other_co2_per_capita,share_global_coal_co2,cement_co2,methane_per_capita,co2,co2_including_luc_growth_prct,methane,cumulative_gas_co2,share_of_temperature_change_from_ghg,trade_co2,share_global_co2,temperature_change_from_ghg,other_industry_co2,share_global_cumulative_luc_co2,co2_including_luc,consumption_co2_per_gdp,coal_co2_per_capita,trade_co2_share,cement_co2_per_capita,share_global_cumulative_coal_co2,share_global_co2_including_luc,share_global_cumulative_co2_including_luc,temperature_change_from_co2,co2_growth_abs,cumulative_coal_co2,co2_per_gdp,ghg_per_capita,co2_including_luc_per_capita,co2_per_capita,total_ghg,consumption_co2_per_capita,land_use_change_co2_per_capita,oil_co2,flaring_co2,nitrous_oxide_per_capita,share_global_cumulative_other_co2,ghg_excluding_lucf_per_capita,cumulative_co2_including_luc,share_global_oil_co2,flaring_co2_per_capita,total_ghg_excluding_lucf,co2_growth_prct,co2_including_luc_per_unit_energy,co2_per_unit_energy,cumulative_flaring_co2,co2_including_luc_growth_abs,share_global_gas_co2,share_global_cumulative_co2,cumulative_cement_co2,cumulative_oil_co2,share_global_cumulative_gas_co2,temperature_change_from_ch4,cumulative_other_co2,cumulative_co2,share_global_cumulative_cement_co2,oil_co2_per_capita,hydro_elec_per_capita,other_renewable_electricity,biofuel_elec_per_capita,low_carbon_cons_change_twh,per_capita_electricity,low_carbon_cons_change_pct,oil_share_energy,oil_energy_per_capita,hydro_consumption,low_carbon_electricity,gas_production,electricity_generation,solar_cons_change_pct,gas_cons_change_pct,other_renewables_cons_change_twh,wind_share_energy,energy_cons_change_pct,fossil_cons_change_twh,biofuel_cons_change_twh,gas_share_elec,carbon_intensity_elec,gas_consumption,coal_prod_per_capita,biofuel_share_energy,solar_share_elec,gas_prod_per_capita,gas_energy_per_capita,low_carbon_share_energy,fossil_electricity,solar_elec_per_capita,biofuel_cons_change_pct,electricity_demand,renewables_cons_change_twh,oil_prod_per_capita,wind_electricity,wind_energy_per_capita,renewables_energy_per_capita,renewables_cons_change_pct,renewables_consumption,gas_cons_change_twh,wind_cons_change_twh,other_renewables_share_energy,oil_cons_change_pct,nuclear_share_elec,nuclear_cons_change_twh,electricity_demand_per_capita,gas_electricity,renewables_elec_per_capita,oil_consumption,oil_prod_change_pct,other_renewables_share_elec,hydro_electricity,other_renewables_cons_change_pct,other_renewables_elec_per_capita,solar_energy_per_capita,renewables_electricity,gas_share_energy,other_renewables_share_elec_exc_biofuel,biofuel_electricity,coal_cons_change_pct,coal_prod_change_pct,other_renewables_energy_per_capita,wind_cons_change_pct,coal_consumption,wind_consumption,biofuel_consumption,oil_production,other_renewables_elec_per_capita_exc_biofuel,solar_electricity,nuclear_electricity,coal_share_energy,net_elec_imports_share_demand,low_carbon_energy_per_capita,hydro_cons_change_pct,solar_consumption,fossil_elec_per_capita,fossil_energy_per_capita,wind_elec_per_capita,coal_prod_change_twh,electricity_share_energy,gas_elec_per_capita,other_renewable_consumption,nuclear_cons_change_pct,solar_cons_change_twh,oil_share_elec,fossil_share_energy,fossil_share_elec,coal_elec_per_capita,biofuel_share_elec,greenhouse_gas_emissions,low_carbon_elec_per_capita,nuclear_consumption,net_elec_imports,nuclear_share_energy,low_carbon_share_elec,coal_production,oil_prod_change_twh,oil_cons_change_twh,renewables_share_elec,coal_electricity,fossil_fuel_consumption,biofuel_cons_per_capita,renewables_share_energy,hydro_share_elec,wind_share_elec,nuclear_elec_per_capita,coal_cons_change_twh,oil_elec_per_capita,hydro_energy_per_capita,hydro_share_energy,oil_electricity,gas_prod_change_twh,hydro_cons_change_twh,nuclear_energy_per_capita,low_carbon_consumption,solar_share_energy,fossil_cons_change_pct,gas_prod_change_pct,coal_cons_per_capita,other_renewable_exc_biofuel_electricity,energy_cons_change_twh,coal_share_elec
Argentina,1850,,1088372.0,,2193400064.0,,,,,11.577,,,,,11.577,,0.702,,,0.439,,,,,3.904,,,4.249,,,,,,,0.439,,,,,,,,,,,,,27.845,,,30.306,,10.637,,,0.645,,0.55,,,,0.599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1851,,1115018.0,,,,,,0.0,23.692,,,,,12.115,,0.713,,,0.43,,,,,3.917,,,4.367,,0.851,,,0.0,,0.434,,,,,,,,,0.0,,,,28.134,,,31.37,,10.865,,,0.64,,0.547,,,,0.61,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1852,,1138141.0,,,,,,0.0,35.732,,,,,12.04,,0.724,,,0.421,,,,,3.941,,,4.485,,0.858,,,0.0,,0.43,,,,,,,,,0.0,,,,28.359,,,32.277,,10.579,,,0.637,,0.545,,,,0.621,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1853,,1157536.0,,,,,,0.0,47.873,,,,,12.141,,0.735,,,0.418,,,,,3.976,,,4.603,,0.865,,,0.0,,0.427,,,,,,,,,0.0,,,,28.698,,,33.218,,10.489,,,0.635,,0.545,,,,0.631,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1854,,1177263.0,,,,,,0.0,60.081,,,,,12.208,,0.746,,,0.419,,,,,4.01,,,4.721,,0.871,,,0.0,,0.425,,,,,,,,,0.0,,,,29.021,,,34.165,,10.369,,,0.633,,0.545,,,,0.642,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1855,,1197325.0,,,,,,0.0,72.345,,,,,12.264,,0.755,,,0.426,,,,,4.041,,,4.839,,0.88,,,0.0,,0.425,,,,,,,,,0.0,,,,29.291,,,35.071,,10.243,,,0.631,,0.545,,,,0.653,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1856,,1217730.0,,,,0.017,,0.0,84.787,,,,,12.442,,0.764,,,0.419,,,0.006,,4.071,0.017,,4.957,,0.887,,0.006,0.0,,0.424,12.459,,0.014,,,0.0,0.384,0.058,0.0,,0.017,,29.634,10.231,0.014,36.086,,10.218,,,0.628,,0.559,12.459,,,0.681,,,,,,,0.0,,,,0.0,,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1857,,1238482.0,,,,0.041,,0.0,97.324,,,,,12.537,,0.773,,,0.425,,,0.014,,4.099,0.041,0.953,5.076,,0.896,,0.014,0.0,,0.424,12.578,,0.033,,,0.001,0.389,0.101,0.0,0.024,0.057,,29.943,10.156,0.033,37.084,,10.123,,,0.624,,0.578,25.036,,,0.716,144.772,,,,0.119,,0.001,,,,0.0,,0.057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1858,,1259588.0,,,,0.053,,0.0,110.073,,,,,12.749,,0.78,,,0.429,,,0.018,,4.123,0.053,1.781,5.194,,0.906,,0.018,0.0,,0.425,12.802,,0.042,,,0.002,0.393,0.135,0.0,0.012,0.11,,30.25,10.163,0.042,38.103,,10.121,,,0.619,,0.586,37.838,,,0.738,29.47,,,,0.224,,0.002,,,,0.0,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1859,,1285058.0,,,,0.034,,0.0,122.898,,,,,12.826,,0.785,,,0.422,,,0.011,,4.133,0.034,0.453,5.312,,0.914,,0.011,0.0,,0.425,12.86,,0.026,,,0.002,0.385,0.161,0.0,-0.019,0.144,,30.36,10.007,0.026,39.015,,9.981,,,0.611,,0.568,50.697,,,0.73,-35.899,,,,0.058,,0.002,,,,0.0,,0.144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1860,,1315097.0,,,,0.042,,0.0,136.638,,,,,13.74,,0.79,,,0.494,,,0.013,,4.129,0.042,7.167,5.43,,0.928,,0.012,0.0,,0.431,13.781,,0.032,,,0.003,0.443,0.187,0.0,0.008,0.186,,30.645,10.479,0.032,40.301,,10.448,,,0.601,,0.569,64.479,,,0.748,22.755,,,,0.922,,0.003,,,,0.0,,0.186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1861,,1349915.0,,,,0.05,,0.0,150.85,,,,,14.212,,0.794,,,0.514,,,0.014,,4.157,0.05,3.489,5.611,,0.942,,0.014,0.0,,0.437,14.262,,0.037,,,0.003,0.458,0.209,0.0,0.009,0.236,,30.583,10.565,0.037,41.284,,10.528,,,0.588,,0.571,78.741,,,0.77,21.297,,,,0.481,,0.003,,,,0.0,,0.236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1862,,1389733.0,,,,0.041,,0.0,165.476,,,,,14.626,,0.797,,,0.534,,,0.012,,4.168,0.041,2.84,5.792,,0.956,,0.012,0.0,,0.444,14.667,,0.03,,,0.003,0.474,0.229,0.0,-0.009,0.277,,30.262,10.554,0.03,42.055,,10.524,,,0.574,,0.558,93.408,,,0.775,-17.619,,,,0.405,,0.003,,,,0.0,,0.277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1863,,1434777.0,,,,0.061,,0.0,180.426,,,,,14.951,,0.801,,,0.552,,,0.016,,4.163,0.061,2.35,5.973,,0.969,,0.016,0.0,,0.452,15.012,,0.043,,,0.004,0.486,0.247,0.0,0.02,0.338,,29.717,10.463,0.043,42.638,,10.42,,,0.558,,0.564,108.42,,,0.809,47.22,,,,0.345,,0.004,,,,0.0,,0.338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1864,,1481281.0,,,,0.052,,0.0,195.597,,,,,15.171,,0.804,,,0.579,,,0.013,,4.155,0.052,1.403,6.155,,0.982,,0.013,0.0,,0.46,15.222,,0.035,,,0.004,0.503,0.264,0.0,-0.009,0.39,,29.085,10.277,0.035,43.083,,10.241,,,0.543,,0.549,123.643,,,0.814,-14.947,,,,0.211,,0.004,,,,0.0,,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1865,,1529293.0,,,,0.089,,0.0,210.826,,,,,15.229,,0.807,,,0.592,,,0.021,,4.143,0.089,0.628,6.336,,0.994,,0.021,0.0,,0.467,15.318,,0.058,,,0.005,0.51,0.279,0.0,0.037,0.48,,28.494,10.016,0.058,43.575,,9.958,,,0.528,,0.566,138.961,,,0.865,71.632,,,,0.096,,0.005,,,,0.0,,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1866,,1578860.0,,,,0.141,,0.0,226.326,,,,,15.5,,0.811,,,0.594,,,0.032,,4.128,0.141,2.114,6.518,,1.006,,0.031,0.0,,0.474,15.642,,0.09,,,0.006,0.512,0.292,0.0,0.052,0.621,,28.021,9.907,0.09,44.242,,9.817,,,0.513,,0.59,154.602,,,0.932,58.603,,,,0.324,,0.006,,,,0.0,,0.621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1867,,1630034.0,,,,0.102,,0.0,241.99,,,,,15.664,,0.814,,,0.609,,,0.021,,4.11,0.102,0.791,6.699,,1.017,,0.021,0.0,,0.481,15.766,,0.062,,,0.007,0.517,0.304,0.0,-0.04,0.723,,27.542,9.672,0.062,44.894,,9.609,,,0.499,,0.556,170.368,,,0.906,-28.018,,,,0.124,,0.007,,,,0.0,,0.723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1868,,1682867.0,,,,0.151,,0.0,257.756,,,,,15.766,,0.818,,,0.621,,,0.031,,4.088,0.151,0.956,6.88,,1.029,,0.03,0.0,,0.488,15.916,,0.09,,,0.008,0.525,0.316,0.0,0.049,0.873,,27.201,9.458,0.09,45.775,,9.368,,,0.486,,0.576,186.284,,,0.969,47.961,,,,0.151,,0.008,,,,0.0,,0.873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1869,,1737244.0,,,,0.175,,0.0,273.594,,,,,15.838,,0.821,,,0.613,,,0.033,,4.065,0.175,0.609,7.061,,1.04,,0.033,0.0,,0.494,16.013,,0.101,,,0.009,0.515,0.326,0.0,0.024,1.048,,26.927,9.218,0.101,46.779,,9.117,,,0.473,,0.58,202.297,,,1.007,16.021,,,,0.097,,0.009,,,,0.0,,1.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1870,,1793208.0,,4202639872.0,,0.16,,0.0,290.477,,,,,16.883,,0.825,,,0.595,4.055,,0.03,,4.039,0.16,6.434,7.243,,1.049,,0.03,0.0,,0.498,17.044,,0.089,,,0.01,0.506,0.335,0.0,-0.014,1.209,0.038,27.022,9.504,0.089,48.455,,9.415,,,0.46,,0.561,219.341,,,1.007,-8.188,,,,1.03,,0.01,,,,0.0,,1.209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1871,,1850807.0,,,,0.174,,0.0,308.055,,,,,17.578,,0.836,,,0.616,,,0.031,,4.084,0.174,4.152,7.559,,1.058,,0.03,0.0,,0.504,17.751,,0.094,,,0.011,0.518,0.344,0.0,0.013,1.382,,27.094,9.591,0.094,50.145,,9.497,,,0.452,,0.564,237.092,,,1.043,8.142,,,,0.708,,0.011,,,,0.0,,1.382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1872,,1910088.0,,,,0.169,,0.0,326.076,,,,,18.021,,0.859,,,0.59,,,0.027,,4.123,0.169,2.472,7.874,,1.065,,0.027,0.0,,0.508,18.19,,0.089,,,0.012,0.494,0.352,0.0,-0.004,1.551,,27.218,9.523,0.089,51.988,,9.435,,,0.449,,0.557,255.282,,,1.063,-2.479,,,,0.439,,0.012,,,,0.0,,1.551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1873,,1971098.0,,,,0.188,,0.0,344.246,,,,,18.17,,0.89,,,0.61,,,0.028,,4.155,0.188,0.924,8.19,,1.074,,0.028,0.0,,0.513,18.358,,0.095,,,0.013,0.503,0.359,0.0,0.019,1.739,,27.33,9.314,0.095,53.87,,9.218,,,0.452,,0.561,273.64,,,1.107,10.986,,,,0.168,,0.013,,,,0.0,,1.739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1874,,2034058.0,,,,0.223,,0.0,362.79,,,,,18.544,,0.929,,,0.583,,,0.036,,4.181,0.223,2.224,8.505,,1.084,,0.035,0.001,,0.516,18.766,,0.11,,,0.014,0.493,0.365,0.0,0.035,1.962,,27.504,9.226,0.11,55.946,,9.117,,,0.457,,0.574,292.407,,,1.168,18.648,,,,0.408,,0.014,,,,0.0,,1.962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1875,,2099028.0,,,,0.13,,0.0,381.458,,,,,18.668,,0.971,,,0.572,,,0.019,,4.202,0.13,0.169,8.82,,1.093,,0.019,0.001,,0.518,18.798,,0.062,,,0.014,0.477,0.37,0.0,-0.093,2.092,,27.57,8.956,0.062,57.87,,8.894,,,0.462,,0.525,311.205,,,1.101,-41.712,,,,0.032,,0.014,,,,0.0,,2.092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1876,,2166073.0,,,,0.127,,0.0,400.387,,,,,18.929,,1.013,,,0.577,,,0.019,,4.218,0.127,1.372,9.136,,1.102,,0.018,0.001,,0.521,19.056,,0.059,,,0.014,0.48,0.375,0.0,-0.003,2.219,,27.636,8.797,0.059,59.861,,8.739,,,0.468,,0.519,330.261,,,1.125,-2.2,,,,0.258,,0.014,,,,0.0,,2.219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1877,,2235260.0,,,,0.1,,0.0,419.437,,,,,19.05,,1.054,,,0.599,,,0.014,,4.228,0.1,0.498,9.451,,1.113,,0.014,0.001,,0.524,19.151,,0.045,,,0.014,0.493,0.38,0.0,-0.027,2.319,,27.575,8.568,0.045,61.638,,8.523,,,0.472,,0.503,349.412,,,1.124,-20.899,,,,0.095,,0.014,,,,0.0,,2.319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1878,,2306657.0,,,,0.081,,0.0,438.853,,,,,19.416,,1.09,,,0.593,,,0.012,,4.234,0.081,1.806,9.766,,1.125,,0.011,0.001,,0.527,19.497,,0.035,,,0.014,0.489,0.385,0.0,-0.02,2.4,,27.496,8.452,0.035,63.424,,8.417,,,0.473,,0.49,368.908,,,1.13,-19.508,,,,0.346,,0.014,,,,0.0,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1879,,2380335.0,,,,0.192,,0.0,458.243,,,,,19.39,,1.119,,,0.593,,,0.026,,4.235,0.192,0.435,10.082,,1.136,,0.025,0.001,,0.529,19.581,,0.081,,,0.015,0.486,0.389,0.0,0.111,2.592,,27.317,8.226,0.081,65.023,,8.146,,,0.47,,0.532,388.49,,,1.266,136.977,,,,0.085,,0.015,,,,0.0,,2.592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1880,,2456365.0,,,,0.194,,0.0,477.842,,,,,19.599,,1.138,,,0.58,,,0.023,,4.233,0.194,1.081,10.397,,1.145,,0.023,0.001,,0.531,19.793,,0.079,,,0.015,0.467,0.392,0.001,0.002,2.786,,27.065,8.058,0.079,66.482,,7.979,,,0.463,,0.526,408.283,,,1.292,1.276,,,,0.212,,0.015,,,,0.0,,2.786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1881,,2534824.0,,,,0.308,,0.0,497.87,,,,,20.028,,1.15,,,0.593,,,0.035,,4.226,0.308,2.744,10.713,,1.155,,0.035,0.001,,0.533,20.336,,0.122,,,0.016,0.477,0.395,0.001,0.114,3.094,,26.859,8.023,0.122,68.082,,7.901,,,0.454,,0.564,428.619,,,1.429,58.807,,,,0.543,,0.016,,,,0.0,,3.094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1882,,2615789.0,,,,0.344,,0.0,518.306,,,,,20.436,,1.16,,,0.575,,,0.037,,4.216,0.344,2.184,11.028,,1.162,,0.037,0.001,,0.535,20.78,,0.132,,,0.017,0.462,0.398,0.001,0.036,3.438,,26.604,7.944,0.132,69.592,,7.813,,,0.444,,0.569,449.399,,,1.488,11.633,,,,0.444,,0.017,,,,0.0,,3.438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1883,,2699340.0,,,,0.481,,0.0,538.78,,,,,20.474,,1.169,,,0.589,,,0.049,,4.203,0.481,0.845,11.344,,1.17,,0.048,0.001,,0.537,20.956,,0.178,,,0.018,0.468,0.401,0.001,0.137,3.92,,26.338,7.763,0.178,71.095,,7.585,,,0.433,,0.611,470.355,,,1.648,39.904,,,,0.176,,0.018,,,,0.0,,3.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1884,,2785560.0,,,,0.657,,0.0,559.433,,,,,20.653,,1.178,,,0.569,,,0.066,,4.186,0.657,1.691,11.66,,1.178,,0.065,0.001,,0.538,21.31,,0.236,,,0.02,0.459,0.403,0.001,0.176,4.577,,26.105,7.65,0.236,72.718,,7.414,,,0.423,,0.663,491.665,,,1.847,36.562,,,,0.354,,0.02,,,,0.0,,4.577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1885,,2874534.0,,,,0.762,,0.0,580.068,,,,,20.635,,1.186,,,0.568,,,0.077,,4.166,0.762,0.407,11.976,,1.186,,0.075,0.001,,0.539,21.397,,0.265,,,0.023,0.46,0.405,0.001,0.104,5.339,,25.814,7.444,0.265,74.203,,7.179,,,0.412,,0.687,513.062,,,1.974,15.839,,,,0.087,,0.023,,,,0.0,,5.339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1886,,2966350.0,,,,0.784,,0.0,600.988,,,,,20.92,,1.193,,,0.59,,,0.078,,4.144,0.784,1.436,12.292,,1.194,,0.076,0.001,,0.54,21.704,,0.264,,,0.025,0.474,0.408,0.001,0.023,6.123,,25.526,7.317,0.264,75.719,,7.052,,,0.402,,0.681,534.766,,,2.02,3.007,,,,0.307,,0.025,,,,0.0,,6.123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
