iteration,time_step,prediction,actual,error,rmse,mase
16,21,1530.9258,1508.839,22.086781250000058,21.36953616593616,0.5122461287115462
16,22,1529.1715,1558.602,-29.43049121093759,21.36953616593616,0.5122461287115462
16,23,1540.1119,1536.113,3.9989384765624436,21.36953616593616,0.5122461287115462
17,22,1543.9153,1558.602,-14.68671679687509,8.81813010420436,0.30670187833635276
17,23,1536.5625,1536.113,0.4494999999999436,8.81813010420436,0.30670187833635276
17,24,1551.4175,1555.586,-4.168519531250013,8.81813010420436,0.30670187833635276
18,23,1555.747,1536.113,19.633948242187444,13.274051062908791,0.778302000947438
18,24,1544.6559,1555.586,-10.930116210937513,13.274051062908791,0.778302000947438
18,25,1561.5957,1566.458,-4.862296875000084,13.274051062908791,0.778302000947438
19,24,1564.3624,1555.586,8.776426757812487,22.087232768441837,0.8533912451889766
19,25,1550.3021,1566.458,-16.155875976562584,22.087232768441837,0.8533912451889766
19,26,1567.7225,1601.271,-33.54846582031246,22.087232768441837,0.8533912451889766
20,25,1572.8141,1566.458,6.356086914062416,31.63235110754618,1.3689833149945916
20,26,1556.8958,1601.271,-44.37524804687496,31.63235110754618,1.3689833149945916
20,27,1575.0029,1606.503,-31.50007031249993,31.63235110754618,1.3689833149945916
21,26,1574.4412,1601.271,-26.829837890624958,35.46271337041949,6.709310896046052
21,27,1557.6935,1606.503,-48.80951855468743,35.46271337041949,6.709310896046052
21,28,1575.75,1601.646,-25.895999999999958,35.46271337041949,6.709310896046052
22,27,1570.889,1606.503,-35.61396191406243,44.23041575301098,3.1073257125579126
22,28,1555.9988,1601.646,-45.64722070312496,44.23041575301098,3.1073257125579126
22,29,1574.8176,1624.987,-50.16937304687508,44.23041575301098,3.1073257125579126
23,28,1552.5717,1601.646,-49.07434472656246,89.7362463851736,2.1662878872648044
23,29,1541.6047,1624.987,-83.38226367187508,89.7362463851736,2.1662878872648044
23,30,1558.2015,1679.844,-121.64246191406255,89.7362463851736,2.1662878872648044
24,29,1543.2157,1624.987,-81.77130175781258,98.77297073097431,1.1786322880104743
24,30,1534.206,1679.844,-145.63794531250005,98.77297073097431,1.1786322880104743
24,31,1548.0944,1585.126,-37.031639648437476,98.77297073097431,1.1786322880104743
25,30,1536.6216,1679.844,-143.22241796875005,93.02217505607726,1.6712793252809939
25,31,1529.4971,1585.126,-55.628929687499976,93.02217505607726,1.6712793252809939
25,32,1540.5762,1589.075,-48.498828125000045,93.02217505607726,1.6712793252809939
