iteration,time_step,prediction,actual,error,rmse,mase
13,18,6115.75,6130.123,-14.372999999999593,18.82669404581783,0.05166274283424874
13,19,5907.4023,5915.119,-7.716656249999687,18.82669404581783,0.05166274283424874
13,20,5452.491,5480.726,-28.234789062499658,18.82669404581783,0.05166274283424874
14,19,5865.713,5915.119,-49.40610937499969,43.98389776653839,0.1284748522284597
14,20,5463.418,5480.726,-17.308031249999658,43.98389776653839,0.1284748522284597
14,21,5624.3687,5679.715,-55.346347656250146,43.98389776653839,0.1284748522284597
15,20,5479.1484,5480.726,-1.577562499999658,27.544786263132732,0.1369865754201388
15,21,5641.5884,5679.715,-38.126621093750146,27.544786263132732,0.1369865754201388
15,22,5574.752,5546.116,28.635953125000015,27.544786263132732,0.1369865754201388
16,21,5623.068,5679.715,-56.647128906250146,35.06915686699255,0.1565591055649739
16,22,5568.038,5546.116,21.922085937500015,35.06915686699255,0.1565591055649739
16,23,5344.3354,5344.086,0.2494492187497599,35.06915686699255,0.1565591055649739
17,22,5516.6025,5546.116,-29.513460937499985,38.4672425386549,0.19543032259591067
17,23,5402.824,5344.086,58.73821874999976,38.4672425386549,0.19543032259591067
17,24,5469.296,5480.157,-10.861101562500153,38.4672425386549,0.19543032259591067
18,23,5343.367,5344.086,-0.7188125000002401,93.18726409085727,0.7340892533880491
18,24,5528.804,5480.157,48.64719921874985,93.18726409085727,0.7340892533880491
18,25,5374.783,5528.681,-153.89779687499959,93.18726409085727,0.7340892533880491
19,24,5483.851,5480.157,3.694074218749847,62.59660580467862,0.5002051475972942
19,25,5477.007,5528.681,-51.674164062499585,62.59660580467862,0.5002051475972942
19,26,5281.2305,5376.473,-95.24253124999996,62.59660580467862,0.5002051475972942
20,25,5366.9126,5528.681,-161.76840234374959,98.68376187916628,0.560069328598351
20,26,5428.7983,5376.473,52.325339843750044,98.68376187916628,0.560069328598351
20,27,5270.496,5252.932,17.56409375000021,98.68376187916628,0.560069328598351
21,26,5344.92,5376.473,-31.553078124999956,117.9867913457948,1.0126550381847041
21,27,5454.138,5252.932,201.2061835937502,117.9867913457948,1.0126550381847041
21,28,5228.9883,5212.162,16.826281249999738,117.9867913457948,1.0126550381847041
22,27,5327.425,5252.932,74.49280468750021,185.3728669382604,1.6631200012314058
22,28,5449.024,5212.162,236.86192578124974,185.3728669382604,1.6631200012314058
22,29,5174.2373,5377.797,-203.55969531249957,185.3728669382604,1.6631200012314058
23,28,5298.3896,5212.162,86.22764843749974,88.567330890861,0.6136934874345468
23,29,5439.828,5377.797,62.03112500000043,88.567330890861,0.6136934874345468
23,30,5151.468,5262.145,-110.67722656250044,88.567330890861,0.6136934874345468
24,29,5248.224,5377.797,-129.57287890624957,249.75638389950313,0.6694464068233985
24,30,5415.2085,5262.145,153.06349609374956,249.75638389950313,0.6694464068233985
24,31,5097.926,4714.628,383.2977812500003,249.75638389950313,0.6694464068233985
25,30,5191.897,5262.145,-70.24802734375044,397.88950115079234,0.6010003733663778
25,31,5399.765,4714.628,685.1371367187503,397.88950115079234,0.6010003733663778
25,32,5056.718,5032.213,24.504773437500262,397.88950115079234,0.6010003733663778
26,31,5158.246,4714.628,443.6180937500003,330.02857912473513,1.5434653028106688
26,32,5390.3057,5032.213,358.09266406250026,330.02857912473513,1.5434653028106688
26,33,5037.287,5078.871,-41.583890625000095,330.02857912473513,1.5434653028106688
27,32,5131.897,5032.213,99.68397265625026,192.76297456983863,1.5768240233323014
27,33,5379.204,5078.871,300.3331015624999,192.76297456983863,1.5768240233323014
27,34,5017.861,4911.391,106.46983984375038,192.76297456983863,1.5768240233323014
28,33,4985.304,5078.871,-93.5668007812501,323.05013050834293,1.6143558885762448
28,34,5358.569,4911.391,447.1778476562504,323.05013050834293,1.6143558885762448
29,34,4958.211,4911.391,46.81993750000038,46.81993750000038,
