iteration,time_step,prediction,actual,error,rmse,mase
25,32,-27998945000.0,5032.213,-27998950312.213,18167734580.652718,35359836.06170984
26,31,-13879172000.0,4714.628,-13879176810.628,18332290120.654602,84741123.80601585
26,32,-4167607000.0,5032.213,-4167612072.213,18332290120.654602,84741123.80601585
26,33,-28252748000.0,5078.871,-28252752854.871,18332290120.654602,84741123.80601585
27,32,-13995581000.0,5032.213,-13995586472.213,18485826703.393158,145353144.2542498
27,33,-4203745500.0,5078.871,-4203750614.871,18485826703.393158,145353144.2542498
27,34,-28489105000.0,4911.391,-28489110319.391,18485826703.393158,145353144.2542498
28,33,-14097108000.0,5078.871,-14097113046.871,10407948664.26219,54724666.65351669
28,34,-4233456400.0,4911.391,-4233461295.391,10407948664.26219,54724666.65351669
29,34,-14185754000.0,4911.391,-14185758511.391,14185758511.391,
