feature,target,model,n_countries,avg_rmse,std_rmse,min_rmse,max_rmse,avg_mase,std_mase
gas_prod_change_twh,co2,LSTM,19,413.5633741872533,453.33449172480346,75.39660947148374,1891.7828079100505,15.070843864318919,23.35482769904929
gas_prod_change_twh,co2,Bi-LSTM,19,582.2371592443928,1054.6082712077,72.65892410449963,4602.4568891402605,14.614861319111553,20.36273480960448
gas_prod_change_twh,co2,ED-LSTM,19,540.9481218356726,791.5360129959565,76.7463959898461,3190.301745965577,18.93719689851743,38.11568617221569
gas_prod_change_twh,co2,CNN,19,470.07868689576503,623.6766703650084,75.28216560629502,2258.6251320890756,13.460722358578009,15.672491611026617
energy_per_capita,co2,ARIMA,19,115.90393737148511,236.70910694140917,10.4917750087044,1072.9212459146308,1.775371263859749,1.2435139770800259
energy_per_capita,co2,LSTM,19,247.80522805439335,553.2075046517003,20.812947376961155,2553.325627992679,4.359554561834203,3.1933822687282336
energy_per_capita,co2,Bi-LSTM,19,334.51344669870355,948.4206055337095,19.17106610703095,4342.176285595156,4.577601852552063,3.6017126371466386
energy_per_capita,co2,ED-LSTM,19,231.75855089714457,388.15738867265924,24.6833458796161,1800.3048261050515,5.55561511700638,4.206269311746919
energy_per_capita,co2,CNN,19,171.74552340238859,316.72702971288743,13.014287703522903,1255.5641099870295,3.2062880780724394,2.877373095983002
coal_consumption,co2,ARIMA,19,84.39204386487819,101.65700697832975,9.477541690872789,469.5218277371936,2.026454182100067,1.44909426146608
coal_consumption,co2,LSTM,19,257.96090061461126,383.6806721218134,27.197660824405805,1727.4177302902322,5.599052269152983,3.588375760762288
coal_consumption,co2,Bi-LSTM,19,246.22282188206134,427.3622402999509,28.48892038274531,1943.5086203518536,5.649980796720462,4.667547990884135
coal_consumption,co2,ED-LSTM,19,288.5000664512683,528.1406910449963,35.984590435841874,1835.5841578972188,5.292379363414859,3.713073912349654
coal_consumption,co2,CNN,19,156.38371759110504,175.70201129690224,13.294957376379301,627.7372775569461,4.859163948512585,5.215219365925117
renewables_cons_change_twh,co2,ARIMA,19,522.5257413289552,1672.4711760095547,10.499646697305655,7587.663507114226,9.539795664974445,28.877807540207765
renewables_cons_change_twh,co2,LSTM,19,433.07688085403595,697.377909079193,67.00514508672309,2432.7939279215566,9.879291642313971,12.479248824537768
renewables_cons_change_twh,co2,Bi-LSTM,19,567.3662783129257,1208.9235436246192,68.93639596760917,5502.082781320062,11.113261851442982,10.891500145399997
renewables_cons_change_twh,co2,ED-LSTM,19,527.4842499257375,799.1702944856734,70.208354516439,3109.7375668447767,15.286104338761394,22.69739696638265
renewables_cons_change_twh,co2,CNN,19,525.5027468040125,1343.8140442536942,64.1416424923837,6176.50067220469,9.388013550326875,10.04341201650043
low_carbon_consumption,co2,ARIMA,19,916.6939528951501,3018.4236063737635,16.350901726091422,13637.359752523083,21.98589357278943,79.44694642459461
low_carbon_consumption,co2,LSTM,19,569.33566214533,848.0785138333018,19.884893742160916,3624.2396345955713,14.994913112113101,28.791444217434094
